t (s) 	m_dot_g_surf (kg/m²/s)	m_dot_c (kg/m²/s)	< 98 % Virgin	> 1.02 % Char	Total recession (m)
85.9	0.000681001	0	0.0225931	0.011889	0.0118732
86	0.000677023	0	0.0226002	0.011889	0.0118732
86.1	0.000673074	0	0.0226073	0.011889	0.0118732
86.2	0.000669156	0	0.0226142	0.011889	0.0118732
86.3	0.000665279	0	0.0226211	0.011889	0.0118732
86.4	0.000661414	0	0.0226279	0.011889	0.0118732
86.5	0.00065758	0	0.0226347	0.011889	0.0118732
86.6	0.000653788	0	0.0226414	0.011889	0.0118732
86.7	0.000650015	0	0.0226481	0.011889	0.0118732
86.8	0.000646272	0	0.0226547	0.011889	0.0118732
86.9	0.000642567	0	0.0226615	0.011889	0.0118732
87	0.000638883	0	0.0226685	0.011889	0.0118732
87.1	0.000635239	0	0.0226755	0.011889	0.0118732
87.2	0.000631619	0	0.0226824	0.011889	0.0118732
87.3	0.000628017	0	0.0226892	0.011889	0.0118732
87.4	0.000624452	0	0.022696	0.011889	0.0118732
87.5	0.0006209	0	0.0227028	0.011889	0.0118732
87.6	0.000617392	0	0.0227094	0.011889	0.0118732
87.7	0.000613904	0	0.022716	0.011889	0.0118732
87.8	0.000610454	0	0.0227226	0.011889	0.0118732
87.9	0.000607013	0	0.0227291	0.011889	0.0118732
88	0.000603608	0	0.0227355	0.011889	0.0118732
88.1	0.000600219	0	0.0227419	0.011889	0.0118732
88.2	0.00059687	0	0.0227483	0.011889	0.0118732
88.3	0.000593542	0	0.0227545	0.011889	0.0118732
88.4	0.000590239	0	0.0227608	0.011889	0.0118732
88.5	0.000586962	0	0.0227669	0.011889	0.0118732
88.6	0.000583703	0	0.0227731	0.011889	0.0118732
88.7	0.000580473	0	0.0227795	0.011889	0.0118732
88.8	0.000577269	0	0.0227861	0.011889	0.0118732
88.9	0.00057409	0	0.0227925	0.011889	0.0118732
89	0.000570932	0	0.022799	0.011889	0.0118732
89.1	0.000567809	0	0.0228053	0.011889	0.0118732
89.2	0.000564698	0	0.0228117	0.011889	0.0118732
89.3	0.000561618	0	0.0228179	0.011889	0.0118732
89.4	0.000558558	0	0.0228241	0.011889	0.0118732
89.5	0.000555525	0	0.0228303	0.011889	0.0118732
89.6	0.000552514	0	0.0228364	0.011889	0.0118732
89.7	0.000549526	0	0.0228425	0.011889	0.0118732
89.8	0.000546559	0	0.0228485	0.011889	0.0118732
89.9	0.000543628	0	0.0228545	0.011889	0.0118732
90	0.000540707	0	0.0228604	0.011889	0.0118732
90.1	0.000537823	0	0.0228662	0.011889	0.0118732
90.2	0.00053497	0	0.0228721	0.011889	0.0118732
90.3	0.000532164	0	0.0228779	0.011889	0.0118732
90.4	0.000529377	0	0.0228836	0.011889	0.0118732
90.5	0.000526538	0	0.0228893	0.011889	0.0118732
90.6	0.000523716	0	0.0228952	0.011889	0.0118732
90.7	0.000520913	0	0.0229013	0.011889	0.0118732
90.8	0.000518135	0	0.0229073	0.011889	0.0118732
90.9	0.000515374	0	0.0229133	0.011889	0.0118732
91	0.000512626	0	0.0229192	0.011889	0.0118732
91.1	0.000509904	0	0.0229251	0.011889	0.0118732
91.2	0.000507204	0	0.0229309	0.011889	0.0118732
91.3	0.000504518	0	0.0229367	0.011889	0.0118732
91.4	0.000501852	0	0.0229424	0.011889	0.0118732
91.5	0.000499204	0	0.0229481	0.011889	0.0118732
91.6	0.000496583	0	0.0229538	0.011889	0.0118732
91.7	0.000493973	0	0.0229594	0.011889	0.0118732
91.8	0.000491381	0	0.022965	0.011889	0.0118732
91.9	0.000488814	0	0.0229705	0.011889	0.0118732
92	0.000486258	0	0.022976	0.011889	0.0118732
92.1	0.000483723	0	0.0229814	0.011889	0.0118732
92.2	0.000481202	0	0.0229868	0.011889	0.0118732
92.3	0.0004787	0	0.0229922	0.011889	0.0118732
92.4	0.000476214	0	0.0229975	0.011889	0.0118732
92.5	0.000473745	0	0.0230028	0.011889	0.0118732
92.6	0.000471299	0	0.0230081	0.011889	0.0118732
92.7	0.000468866	0	0.0230136	0.011889	0.0118732
92.8	0.000466455	0	0.0230192	0.011889	0.0118732
92.9	0.00046406	0	0.0230247	0.011889	0.0118732
93	0.000461676	0	0.0230302	0.011889	0.0118732
93.1	0.000459309	0	0.0230357	0.011889	0.0118732
93.2	0.000456962	0	0.0230411	0.011889	0.0118732
93.3	0.000454626	0	0.0230465	0.011889	0.0118732
93.4	0.000452311	0	0.0230519	0.011889	0.0118732
93.5	0.000450005	0	0.0230572	0.011889	0.0118732
93.6	0.000447718	0	0.0230625	0.011889	0.0118732
93.7	0.000445452	0	0.0230677	0.011889	0.0118732
93.8	0.000443197	0	0.0230729	0.011889	0.0118732
93.9	0.000440962	0	0.0230781	0.011889	0.0118732
94	0.000438736	0	0.0230832	0.011889	0.0118732
94.1	0.00043653	0	0.0230883	0.011889	0.0118732
94.2	0.000434335	0	0.0230933	0.011889	0.0118732
94.3	0.000432155	0	0.0230984	0.011889	0.0118732
94.4	0.000429995	0	0.0231033	0.011889	0.0118732
94.5	0.000427846	0	0.0231083	0.011889	0.0118732
94.6	0.000425709	0	0.0231132	0.011889	0.0118732
94.7	0.000423589	0	0.0231181	0.011889	0.0118732
94.8	0.000421479	0	0.0231229	0.011889	0.0118732
94.9	0.000419385	0	0.0231278	0.011889	0.0118732
95	0.000417306	0	0.0231329	0.011889	0.0118732
95.1	0.000415245	0	0.023138	0.011889	0.0118732
95.2	0.000413199	0	0.0231431	0.011889	0.0118732
95.3	0.000411158	0	0.0231482	0.011889	0.0118732
95.4	0.000409139	0	0.0231532	0.011889	0.0118732
95.5	0.000407132	0	0.0231582	0.011889	0.0118732
95.6	0.000405131	0	0.0231631	0.011889	0.0118732
95.7	0.000403154	0	0.0231681	0.011889	0.0118732
95.8	0.000401184	0	0.0231729	0.011889	0.0118732
95.9	0.000399232	0	0.0231778	0.011889	0.0118732
96	0.000397288	0	0.0231826	0.011889	0.0118732
96.1	0.00039536	0	0.0231874	0.011889	0.0118732
96.2	0.000393442	0	0.0231922	0.011889	0.0118732
96.3	0.000391538	0	0.0231969	0.011889	0.0118732
96.4	0.000389656	0	0.0232016	0.011889	0.0118732
96.5	0.00038778	0	0.0232063	0.011889	0.0118732
96.6	0.000385923	0	0.0232109	0.011889	0.0118732
96.7	0.00038408	0	0.0232155	0.011889	0.0118732
96.8	0.000382261	0	0.0232201	0.011889	0.0118732
96.9	0.000380474	0	0.0232246	0.011889	0.0118732
97	0.000378643	0	0.0232291	0.011889	0.0118732
97.1	0.000376826	0	0.0232336	0.011889	0.0118732
97.2	0.000375019	0	0.0232381	0.011889	0.0118732
97.3	0.000373223	0	0.0232425	0.011889	0.0118732
97.4	0.000371445	0	0.0232469	0.011889	0.0118732
97.5	0.000369672	0	0.0232515	0.011889	0.0118732
97.6	0.000367909	0	0.0232562	0.011889	0.0118732
97.7	0.000366162	0	0.0232609	0.011889	0.0118732
97.8	0.000364423	0	0.0232655	0.011889	0.0118732
97.9	0.000362697	0	0.0232701	0.011889	0.0118732
98	0.00036098	0	0.0232747	0.011889	0.0118732
98.1	0.000359273	0	0.0232792	0.011889	0.0118732
98.2	0.000357576	0	0.0232837	0.011889	0.0118732
98.3	0.000355893	0	0.0232882	0.011889	0.0118732
98.4	0.000354218	0	0.0232927	0.011889	0.0118732
98.5	0.000352554	0	0.0232971	0.011889	0.0118732
98.6	0.000350902	0	0.0233015	0.011889	0.0118732
98.7	0.000349259	0	0.0233058	0.011889	0.0118732
98.8	0.000347629	0	0.0233102	0.011889	0.0118732
98.9	0.000346005	0	0.0233145	0.011889	0.0118732
99	0.000344394	0	0.0233188	0.011889	0.0118732
99.1	0.000342787	0	0.023323	0.011889	0.0118732
99.2	0.000341197	0	0.0233273	0.011889	0.0118732
99.3	0.000339615	0	0.0233315	0.011889	0.0118732
99.4	0.000338041	0	0.0233357	0.011889	0.0118732
99.5	0.000336479	0	0.0233398	0.011889	0.0118732
99.6	0.000334926	0	0.023344	0.011889	0.0118732
99.7	0.000333381	0	0.0233481	0.011889	0.0118732
99.8	0.000331847	0	0.0233522	0.011889	0.0118732
99.9	0.000330324	0	0.0233562	0.011889	0.0118732
100	0.000328806	0	0.0233602	0.011889	0.0118732
100.1	0.000327298	0	0.0233643	0.011889	0.0118732
100.2	0.000325799	0	0.0233682	0.011889	0.0118732
100.3	0.000324316	0	0.0233725	0.011889	0.0118732
100.4	0.000322836	0	0.0233767	0.011889	0.0118732
100.5	0.000321364	0	0.0233809	0.011889	0.0118732
100.6	0.000319901	0	0.0233851	0.011889	0.0118732
100.7	0.000318448	0	0.0233893	0.011889	0.0118732
100.8	0.000317005	0	0.0233934	0.011889	0.0118732
100.9	0.000315573	0	0.0233975	0.011889	0.0118732
101	0.000314145	0	0.0234016	0.011889	0.0118732
101.1	0.000312726	0	0.0234057	0.011889	0.0118732
101.2	0.000311319	0	0.0234098	0.011889	0.0118732
101.3	0.000309916	0	0.0234138	0.011889	0.0118732
101.4	0.000308524	0	0.0234178	0.011889	0.0118732
101.5	0.000307141	0	0.0234217	0.011889	0.0118732
101.6	0.000305764	0	0.0234257	0.011889	0.0118732
101.7	0.000304402	0	0.0234296	0.011889	0.0118732
101.8	0.000303041	0	0.0234335	0.011889	0.0118732
101.9	0.000301688	0	0.0234374	0.011889	0.0118732
102	0.000300345	0	0.0234413	0.011889	0.0118732
102.1	0.000299007	0	0.0234451	0.011889	0.0118732
102.2	0.00029768	0	0.0234489	0.011889	0.0118732
102.3	0.000296359	0	0.0234527	0.011889	0.0118732
102.4	0.000295048	0	0.0234565	0.011889	0.0118732
102.5	0.000293743	0	0.0234602	0.011889	0.0118732
102.6	0.00029245	0	0.023464	0.011889	0.0118732
102.7	0.000291159	0	0.0234677	0.011889	0.0118732
102.8	0.000289879	0	0.0234714	0.011889	0.0118732
102.9	0.000288603	0	0.023475	0.011889	0.0118732
103	0.000287338	0	0.0234787	0.011889	0.0118732
103.1	0.00028608	0	0.0234823	0.011889	0.0118732
103.2	0.000284829	0	0.0234859	0.011889	0.0118732
103.3	0.000283584	0	0.0234895	0.011889	0.0118732
103.4	0.000282352	0	0.0234933	0.011889	0.0118732
103.5	0.000281123	0	0.0234971	0.011889	0.0118732
103.6	0.000279898	0	0.0235009	0.011889	0.0118732
103.7	0.000278683	0	0.0235046	0.011889	0.0118732
103.8	0.000277476	0	0.0235084	0.011889	0.0118732
103.9	0.000276275	0	0.0235121	0.011889	0.0118732
104	0.000275078	0	0.0235158	0.011889	0.0118732
104.1	0.000273895	0	0.0235195	0.011889	0.0118732
104.2	0.000272715	0	0.0235232	0.011889	0.0118732
104.3	0.000271543	0	0.0235268	0.011889	0.0118732
104.4	0.000270376	0	0.0235305	0.011889	0.0118732
104.5	0.00026922	0	0.0235341	0.011889	0.0118732
104.6	0.000268071	0	0.0235377	0.011889	0.0118732
104.7	0.000266926	0	0.0235412	0.011889	0.0118732
104.8	0.000265792	0	0.0235448	0.011889	0.0118732
104.9	0.000264663	0	0.0235483	0.011889	0.0118732
105	0.000263546	0	0.0235518	0.011889	0.0118732
105.1	0.000262453	0	0.0235553	0.011889	0.0118732
105.2	0.000261336	0	0.0235588	0.011889	0.0118732
105.3	0.000260221	0	0.0235622	0.011889	0.0118732
105.4	0.00025911	0	0.0235657	0.011889	0.0118732
105.5	0.000258011	0	0.0235691	0.011889	0.0118732
105.6	0.000256916	0	0.0235725	0.011889	0.0118732
105.7	0.000255827	0	0.0235759	0.011889	0.0118732
105.8	0.000254744	0	0.0235792	0.011889	0.0118732
105.9	0.000253669	0	0.0235826	0.011889	0.0118732
106	0.000252598	0	0.0235859	0.011889	0.0118732
106.1	0.000251537	0	0.0235892	0.011889	0.0118732
106.2	0.000250478	0	0.0235925	0.011889	0.0118732
106.3	0.000249426	0	0.0235958	0.011889	0.0118732
106.4	0.000248378	0	0.0235991	0.011889	0.0118732
106.5	0.000247335	0	0.0236023	0.011889	0.0118732
106.6	0.0002463	0	0.0236055	0.011889	0.0118732
106.7	0.000245272	0	0.0236087	0.011889	0.0118732
106.8	0.000244247	0	0.0236119	0.011889	0.0118732
106.9	0.00024323	0	0.0236153	0.011889	0.0118732
107	0.000242215	0	0.0236187	0.011889	0.0118732
107.1	0.000241205	0	0.023622	0.011889	0.0118732
107.2	0.000240205	0	0.0236254	0.011889	0.0118732
107.3	0.000239208	0	0.0236287	0.011889	0.0118732
107.4	0.00023822	0	0.0236321	0.011889	0.0118732
107.5	0.000237233	0	0.0236354	0.011889	0.0118732
107.6	0.000236252	0	0.0236387	0.011889	0.0118732
107.7	0.000235277	0	0.0236419	0.011889	0.0118732
107.8	0.000234309	0	0.0236452	0.011889	0.0118732
107.9	0.000233344	0	0.0236484	0.011889	0.0118732
108	0.000232384	0	0.0236517	0.011889	0.0118732
108.1	0.000231428	0	0.0236549	0.011889	0.0118732
108.2	0.000230481	0	0.023658	0.011889	0.0118732
108.3	0.000229537	0	0.0236612	0.011889	0.0118732
108.4	0.000228599	0	0.0236644	0.011889	0.0118732
108.5	0.000227665	0	0.0236675	0.011889	0.0118732
108.6	0.000226734	0	0.0236707	0.011889	0.0118732
108.7	0.000225812	0	0.0236738	0.011889	0.0118732
108.8	0.000224892	0	0.0236769	0.011889	0.0118732
108.9	0.00022398	0	0.0236799	0.011889	0.0118732
109	0.00022307	0	0.023683	0.011889	0.0118732
109.1	0.000222167	0	0.023686	0.011889	0.0118732
109.2	0.000221266	0	0.0236891	0.011889	0.0118732
109.3	0.000220371	0	0.0236921	0.011889	0.0118732
109.4	0.00021948	0	0.0236951	0.011889	0.0118732
109.5	0.000218596	0	0.0236981	0.011889	0.0118732
109.6	0.000217716	0	0.0237011	0.011889	0.0118732
109.7	0.000216839	0	0.023704	0.011889	0.0118732
109.8	0.000215967	0	0.023707	0.011889	0.0118732
109.9	0.000215102	0	0.0237099	0.011889	0.0118732
110	0.000214239	0	0.0237128	0.011889	0.0118732
110.1	0.00021338	0	0.0237157	0.011889	0.0118732
110.2	0.000212527	0	0.0237186	0.011889	0.0118732
110.3	0.000211678	0	0.0237215	0.011889	0.0118732
110.4	0.000210835	0	0.0237244	0.011889	0.0118732
110.5	0.000209995	0	0.0237272	0.011889	0.0118732
110.6	0.000209157	0	0.02373	0.011889	0.0118732
110.7	0.000208327	0	0.0237329	0.011889	0.0118732
110.8	0.000207499	0	0.0237357	0.011889	0.0118732
110.9	0.000206675	0	0.0237386	0.011889	0.0118732
111	0.000205859	0	0.0237416	0.011889	0.0118732
111.1	0.000205044	0	0.0237445	0.011889	0.0118732
111.2	0.000204233	0	0.0237475	0.011889	0.0118732
111.3	0.000203429	0	0.0237504	0.011889	0.0118732
111.4	0.000202626	0	0.0237533	0.011889	0.0118732
111.5	0.000201828	0	0.0237563	0.011889	0.0118732
111.6	0.000201036	0	0.0237592	0.011889	0.0118732
111.7	0.000200245	0	0.023762	0.011889	0.0118732
111.8	0.000199459	0	0.0237649	0.011889	0.0118732
111.9	0.000198679	0	0.0237678	0.011889	0.0118732
112	0.000197904	0	0.0237706	0.011889	0.0118732
112.1	0.000197131	0	0.0237734	0.011889	0.0118732
112.2	0.000196363	0	0.0237763	0.011889	0.0118732
112.3	0.000195596	0	0.0237791	0.011889	0.0118732
112.4	0.000194836	0	0.0237818	0.011889	0.0118732
112.5	0.000194075	0	0.0237846	0.011889	0.0118732
112.6	0.00019332	0	0.0237874	0.011889	0.0118732
112.7	0.000192571	0	0.0237901	0.011889	0.0118732
112.8	0.000191825	0	0.0237929	0.011889	0.0118732
112.9	0.000191082	0	0.0237956	0.011889	0.0118732
113	0.000190341	0	0.0237983	0.011889	0.0118732
113.1	0.000189609	0	0.023801	0.011889	0.0118732
113.2	0.000188877	0	0.0238037	0.011889	0.0118732
113.3	0.00018815	0	0.0238064	0.011889	0.0118732
113.4	0.000187424	0	0.023809	0.011889	0.0118732
113.5	0.000186705	0	0.0238117	0.011889	0.0118732
113.6	0.000185991	0	0.0238143	0.011889	0.0118732
113.7	0.000185279	0	0.0238169	0.011889	0.0118732
113.8	0.000184568	0	0.0238195	0.011889	0.0118732
113.9	0.000183863	0	0.0238222	0.011889	0.0118732
114	0.000183161	0	0.0238247	0.011889	0.0118732
114.1	0.000182463	0	0.0238273	0.011889	0.0118732
114.2	0.000181768	0	0.0238299	0.011889	0.0118732
114.3	0.000181077	0	0.0238324	0.011889	0.0118732
114.4	0.000180386	0	0.023835	0.011889	0.0118732
114.5	0.000179702	0	0.0238375	0.011889	0.0118732
114.6	0.000179021	0	0.02384	0.011889	0.0118732
114.7	9.79314e-06	0	0.0238412	0.011889	0.0118732
114.8	9.38247e-06	0	0.0238412	0.011889	0.0118732
114.9	9.35378e-06	0	0.0238412	0.011889	0.0118732
115	9.32479e-06	0	0.0238412	0.011889	0.0118732
115.1	9.29754e-06	0	0.0238412	0.011889	0.0118732
115.2	9.26983e-06	0	0.0238412	0.011889	0.0118732
115.3	9.24164e-06	0	0.0238412	0.011889	0.0118732
115.4	9.21711e-06	0	0.0238412	0.011889	0.0118732
115.5	9.19482e-06	0	0.0238412	0.011889	0.0118732
115.6	9.17948e-06	0	0.0238412	0.011889	0.0118732
115.7	9.15867e-06	0	0.0238412	0.011889	0.0118732
115.8	9.12357e-06	0	0.0238412	0.011889	0.0118732
115.9	9.08853e-06	0	0.0238412	0.011889	0.0118732
116	9.05359e-06	0	0.0238412	0.011889	0.0118732
116.1	9.01871e-06	0	0.0238412	0.011889	0.0118732
116.2	8.98391e-06	0	0.0238412	0.011889	0.0118732
116.3	8.94919e-06	0	0.0238412	0.011889	0.0118732
116.4	8.91477e-06	0	0.0238412	0.011889	0.0118732
116.5	8.88021e-06	0	0.0238412	0.011889	0.0118732
116.6	8.84573e-06	0	0.0238412	0.011889	0.0118732
116.7	8.8133e-06	0	0.0238412	0.011889	0.0118732
116.8	8.77953e-06	0	0.0238412	0.011889	0.0118732
116.9	8.74528e-06	0	0.0238412	0.011889	0.0118732
117	8.71111e-06	0	0.0238412	0.011889	0.0118732
117.1	8.67937e-06	0	0.0238412	0.011889	0.0118732
117.2	8.64536e-06	0	0.0238412	0.011889	0.0118732
117.3	8.61236e-06	0	0.0238412	0.011889	0.0118732
117.4	8.58025e-06	0	0.0238412	0.011889	0.0118732
117.5	8.54743e-06	0	0.0238412	0.011889	0.0118732
117.6	8.51373e-06	0	0.0238412	0.011889	0.0118732
117.7	8.48343e-06	0	0.0238412	0.011889	0.0118732
117.8	8.45087e-06	0	0.0238412	0.011889	0.0118732
117.9	8.41838e-06	0	0.0238412	0.011889	0.0118732
118	8.385e-06	0	0.0238412	0.011889	0.0118732
118.1	8.35269e-06	0	0.0238412	0.011889	0.0118732
118.2	8.32046e-06	0	0.0238412	0.011889	0.0118732
118.3	8.29149e-06	0	0.0238412	0.011889	0.0118732
118.4	8.25873e-06	0	0.0238412	0.011889	0.0118732
118.5	8.22696e-06	0	0.0238412	0.011889	0.0118732
118.6	8.19507e-06	0	0.0238412	0.011889	0.0118732
118.7	8.16326e-06	0	0.0238412	0.011889	0.0118732
118.8	8.13052e-06	0	0.0238412	0.011889	0.0118732
118.9	8.10122e-06	0	0.0238412	0.011889	0.0118732
119	8.06966e-06	0	0.0238412	0.011889	0.0118732
119.1	8.03891e-06	0	0.0238412	0.011889	0.0118732
119.2	8.00659e-06	0	0.0238412	0.011889	0.0118732
119.3	7.97528e-06	0	0.0238412	0.011889	0.0118732
119.4	7.94503e-06	0	0.0238412	0.011889	0.0118732
119.5	7.91501e-06	0	0.0238412	0.011889	0.0118732
119.6	7.88315e-06	0	0.0238412	0.011889	0.0118732
119.7	7.85218e-06	0	0.0238412	0.011889	0.0118732
119.8	7.8213e-06	0	0.0238412	0.011889	0.0118732
119.9	7.78949e-06	0	0.0238412	0.011889	0.0118732
120	7.76348e-06	0	0.0238412	0.011889	0.0118732
