p (bar)	B'g	Temp (K)	B'c	Hw (kJ/kg)
1.01325D-02	3.00000D+00	3.35000E+03	4.34827E+01	2.95689E+04
1.01325D-02	3.00000D+00	3.37500E+03	4.34827E+01	2.95689E+04
1.01325D-02	3.00000D+00	3.40000E+03	4.34827E+01	2.95689E+04
1.01325D-02	3.00000D+00	3.42500E+03	4.34827E+01	2.95689E+04
1.01325D-02	3.00000D+00	3.45000E+03	4.34827E+01	2.95689E+04
1.01325D-02	3.00000D+00	3.47500E+03	4.34827E+01	2.95689E+04
1.01325D-02	3.00000D+00	3.50000E+03	4.34827E+01	2.95689E+04
1.01325D-02	3.00000D+00	3.52500E+03	4.34827E+01	2.95689E+04
1.01325D-02	3.00000D+00	3.55000E+03	4.34827E+01	2.95689E+04
1.01325D-02	3.00000D+00	3.57500E+03	4.34827E+01	2.95689E+04
1.01325D-02	3.00000D+00	3.60000E+03	4.34827E+01	2.95689E+04
1.01325D-02	3.00000D+00	3.62500E+03	4.34827E+01	2.95689E+04
1.01325D-02	3.00000D+00	3.65000E+03	4.34827E+01	2.95689E+04
1.01325D-02	3.00000D+00	3.67500E+03	4.34827E+01	2.95689E+04
1.01325D-02	3.00000D+00	3.70000E+03	4.34827E+01	2.95689E+04
1.01325D-02	3.00000D+00	3.72500E+03	4.34827E+01	2.95689E+04
1.01325D-02	3.00000D+00	3.75000E+03	4.34827E+01	2.95689E+04
1.01325D-02	3.00000D+00	3.77500E+03	4.34827E+01	2.95689E+04
1.01325D-02	3.00000D+00	3.80000E+03	4.34827E+01	2.95689E+04
1.01325D-02	3.00000D+00	3.82500E+03	4.34827E+01	2.95689E+04
1.01325D-02	3.00000D+00	3.85000E+03	4.34827E+01	2.95689E+04
1.01325D-02	3.00000D+00	3.87500E+03	4.34827E+01	2.95689E+04
1.01325D-02	3.00000D+00	3.90000E+03	4.34827E+01	2.95689E+04
1.01325D-02	3.00000D+00	3.92500E+03	4.34827E+01	2.95689E+04
1.01325D-02	3.00000D+00	3.95000E+03	4.34827E+01	2.95689E+04
1.01325D-02	3.00000D+00	3.97500E+03	4.34827E+01	2.95689E+04
1.01325D-02	3.00000D+00	4.00000E+03	4.34827E+01	2.95689E+04
p (bar)	B'g	Temp (K)	B'c	Hw (kJ/kg)
1.01325D-02	4.00000D+00	2.50000E+02	0.00000E+00	-8.03272E+03
1.01325D-02	4.00000D+00	2.75000E+02	0.00000E+00	-7.97353E+03
1.01325D-02	4.00000D+00	3.00000E+02	0.00000E+00	-7.90731E+03
1.01325D-02	4.00000D+00	3.25000E+02	0.00000E+00	-7.83409E+03
1.01325D-02	4.00000D+00	3.50000E+02	0.00000E+00	-7.75473E+03
1.01325D-02	4.00000D+00	3.75000E+02	0.00000E+00	-7.67060E+03
1.01325D-02	4.00000D+00	4.00000E+02	0.00000E+00	-7.58311E+03
1.01325D-02	4.00000D+00	4.25000E+02	0.00000E+00	-7.49328E+03
1.01325D-02	4.00000D+00	4.50000E+02	0.00000E+00	-7.40128E+03
1.01325D-02	4.00000D+00	4.75000E+02	0.00000E+00	-7.30608E+03
1.01325D-02	4.00000D+00	5.00000E+02	0.00000E+00	-7.20491E+03
1.01325D-02	4.00000D+00	5.25000E+02	0.00000E+00	-7.09249E+03
1.01325D-02	4.00000D+00	5.50000E+02	0.00000E+00	-6.96010E+03
1.01325D-02	4.00000D+00	5.75000E+02	0.00000E+00	-6.79493E+03
1.01325D-02	4.00000D+00	6.00000E+02	0.00000E+00	-6.58089E+03
1.01325D-02	4.00000D+00	6.25000E+02	0.00000E+00	-6.30212E+03
1.01325D-02	4.00000D+00	6.50000E+02	0.00000E+00	-5.94724E+03
1.01325D-02	4.00000D+00	6.75000E+02	0.00000E+00	-5.51030E+03
1.01325D-02	4.00000D+00	7.00000E+02	0.00000E+00	-4.98872E+03
1.01325D-02	4.00000D+00	7.25000E+02	0.00000E+00	-4.38581E+03
1.01325D-02	4.00000D+00	7.50000E+02	0.00000E+00	-3.72238E+03
1.01325D-02	4.00000D+00	7.75000E+02	0.00000E+00	-3.04893E+03
1.01325D-02	4.00000D+00	8.00000E+02	0.00000E+00	-2.43852E+03
1.01325D-02	4.00000D+00	8.25000E+02	0.00000E+00	-1.95114E+03
1.01325D-02	4.00000D+00	8.50000E+02	0.00000E+00	-1.60017E+03
1.01325D-02	4.00000D+00	8.75000E+02	0.00000E+00	-1.35847E+03
1.01325D-02	4.00000D+00	9.00000E+02	0.00000E+00	-1.18831E+03
1.01325D-02	4.00000D+00	9.25000E+02	0.00000E+00	-1.06014E+03
1.01325D-02	4.00000D+00	9.50000E+02	0.00000E+00	-9.55464E+02
1.01325D-02	4.00000D+00	9.75000E+02	0.00000E+00	-8.63783E+02
1.01325D-02	4.00000D+00	1.00000E+03	0.00000E+00	-7.79308E+02
1.01325D-02	4.00000D+00	1.02500E+03	0.00000E+00	-6.98873E+02
1.01325D-02	4.00000D+00	1.05000E+03	0.00000E+00	-6.20719E+02
1.01325D-02	4.00000D+00	1.07500E+03	0.00000E+00	-5.43838E+02
1.01325D-02	4.00000D+00	1.10000E+03	0.00000E+00	-4.67642E+02
1.01325D-02	4.00000D+00	1.12500E+03	0.00000E+00	-3.91780E+02
1.01325D-02	4.00000D+00	1.15000E+03	0.00000E+00	-3.16038E+02
1.01325D-02	4.00000D+00	1.17500E+03	0.00000E+00	-2.40281E+02
1.01325D-02	4.00000D+00	1.20000E+03	0.00000E+00	-1.64420E+02
1.01325D-02	4.00000D+00	1.22500E+03	0.00000E+00	-8.83990E+01
1.01325D-02	4.00000D+00	1.25000E+03	0.00000E+00	-1.21755E+01
1.01325D-02	4.00000D+00	1.27500E+03	0.00000E+00	6.42808E+01
1.01325D-02	4.00000D+00	1.30000E+03	0.00000E+00	1.40995E+02
1.01325D-02	4.00000D+00	1.32500E+03	0.00000E+00	2.17988E+02
1.01325D-02	4.00000D+00	1.35000E+03	0.00000E+00	2.95282E+02
1.01325D-02	4.00000D+00	1.37500E+03	0.00000E+00	3.72900E+02
1.01325D-02	4.00000D+00	1.40000E+03	0.00000E+00	4.50867E+02
1.01325D-02	4.00000D+00	1.42500E+03	0.00000E+00	5.29212E+02
1.01325D-02	4.00000D+00	1.45000E+03	0.00000E+00	6.07971E+02
1.01325D-02	4.00000D+00	1.47500E+03	0.00000E+00	6.87186E+02
1.01325D-02	4.00000D+00	1.50000E+03	0.00000E+00	7.66908E+02
1.01325D-02	4.00000D+00	1.52500E+03	0.00000E+00	8.47196E+02
1.01325D-02	4.00000D+00	1.55000E+03	0.00000E+00	9.28124E+02
1.01325D-02	4.00000D+00	1.57500E+03	0.00000E+00	1.00978E+03
1.01325D-02	4.00000D+00	1.60000E+03	0.00000E+00	1.09226E+03
1.01325D-02	4.00000D+00	1.62500E+03	0.00000E+00	1.17569E+03
1.01325D-02	4.00000D+00	1.65000E+03	0.00000E+00	1.26021E+03
1.01325D-02	4.00000D+00	1.67500E+03	0.00000E+00	1.34598E+03
1.01325D-02	4.00000D+00	1.70000E+03	0.00000E+00	1.43319E+03
1.01325D-02	4.00000D+00	1.72500E+03	0.00000E+00	1.52206E+03
1.01325D-02	4.00000D+00	1.75000E+03	0.00000E+00	1.61284E+03
1.01325D-02	4.00000D+00	1.77500E+03	0.00000E+00	1.70580E+03
1.01325D-02	4.00000D+00	1.80000E+03	0.00000E+00	1.80128E+03
1.01325D-02	4.00000D+00	1.82500E+03	0.00000E+00	1.89964E+03
1.01325D-02	4.00000D+00	1.85000E+03	0.00000E+00	2.00127E+03
1.01325D-02	4.00000D+00	1.87500E+03	0.00000E+00	2.10663E+03
1.01325D-02	4.00000D+00	1.90000E+03	0.00000E+00	2.21623E+03
1.01325D-02	4.00000D+00	1.92500E+03	0.00000E+00	2.33063E+03
1.01325D-02	4.00000D+00	1.95000E+03	0.00000E+00	2.45042E+03
1.01325D-02	4.00000D+00	1.97500E+03	0.00000E+00	2.57630E+03
1.01325D-02	4.00000D+00	2.00000E+03	0.00000E+00	2.70899E+03
1.01325D-02	4.00000D+00	2.02500E+03	0.00000E+00	2.84928E+03
1.01325D-02	4.00000D+00	2.05000E+03	0.00000E+00	2.99804E+03
1.01325D-02	4.00000D+00	2.07500E+03	0.00000E+00	3.15621E+03
1.01325D-02	4.00000D+00	2.10000E+03	0.00000E+00	3.32477E+03
1.01325D-02	4.00000D+00	2.12500E+03	0.00000E+00	3.50480E+03
1.01325D-02	4.00000D+00	2.15000E+03	0.00000E+00	3.69741E+03
1.01325D-02	4.00000D+00	2.17500E+03	0.00000E+00	3.90382E+03
1.01325D-02	4.00000D+00	2.20000E+03	0.00000E+00	4.12528E+03
1.01325D-02	4.00000D+00	2.22500E+03	0.00000E+00	4.36310E+03
1.01325D-02	4.00000D+00	2.25000E+03	0.00000E+00	4.61866E+03
1.01325D-02	4.00000D+00	2.27500E+03	0.00000E+00	4.89338E+03
1.01325D-02	4.00000D+00	2.30000E+03	0.00000E+00	5.18873E+03
1.01325D-02	4.00000D+00	2.32500E+03	0.00000E+00	5.50619E+03
1.01325D-02	4.00000D+00	2.35000E+03	0.00000E+00	5.84727E+03
1.01325D-02	4.00000D+00	2.37500E+03	0.00000E+00	6.21349E+03
1.01325D-02	4.00000D+00	2.40000E+03	0.00000E+00	6.60636E+03
1.01325D-02	4.00000D+00	2.42500E+03	0.00000E+00	7.02735E+03
1.01325D-02	4.00000D+00	2.45000E+03	0.00000E+00	7.47790E+03
1.01325D-02	4.00000D+00	2.47500E+03	0.00000E+00	7.95936E+03
1.01325D-02	4.00000D+00	2.50000E+03	0.00000E+00	8.47299E+03
1.01325D-02	4.00000D+00	2.52500E+03	0.00000E+00	9.01991E+03
1.01325D-02	4.00000D+00	2.55000E+03	0.00000E+00	9.60111E+03
1.01325D-02	4.00000D+00	2.57500E+03	0.00000E+00	1.02174E+04
1.01325D-02	4.00000D+00	2.60000E+03	0.00000E+00	1.08692E+04
1.01325D-02	4.00000D+00	2.62500E+03	0.00000E+00	1.15570E+04
1.01325D-02	4.00000D+00	2.65000E+03	0.00000E+00	1.22807E+04
1.01325D-02	4.00000D+00	2.67500E+03	0.00000E+00	1.30400E+04
1.01325D-02	4.00000D+00	2.70000E+03	0.00000E+00	1.38342E+04
1.01325D-02	4.00000D+00	2.72500E+03	0.00000E+00	1.46622E+04
1.01325D-02	4.00000D+00	2.75000E+03	0.00000E+00	1.55224E+04
1.01325D-02	4.00000D+00	2.77500E+03	0.00000E+00	1.64129E+04
1.01325D-02	4.00000D+00	2.80000E+03	0.00000E+00	1.73310E+04
1.01325D-02	4.00000D+00	2.82500E+03	0.00000E+00	1.82736E+04
1.01325D-02	4.00000D+00	2.85000E+03	0.00000E+00	1.92367E+04
1.01325D-02	4.00000D+00	2.87500E+03	0.00000E+00	2.02158E+04
1.01325D-02	4.00000D+00	2.90000E+03	0.00000E+00	2.12050E+04
1.01325D-02	4.00000D+00	2.92500E+03	0.00000E+00	2.21973E+04
1.01325D-02	4.00000D+00	2.95000E+03	9.54949E-02	2.31841E+04
1.01325D-02	4.00000D+00	2.97500E+03	2.61481E-01	2.41553E+04
1.01325D-02	4.00000D+00	3.00000E+03	4.78019E-01	2.50983E+04
1.01325D-02	4.00000D+00	3.02500E+03	7.61697E-01	2.59989E+04
1.01325D-02	4.00000D+00	3.05000E+03	1.13512E+00	2.68413E+04
1.01325D-02	4.00000D+00	3.07500E+03	1.62965E+00	2.76084E+04
1.01325D-02	4.00000D+00	3.10000E+03	2.28993E+00	2.82842E+04
1.01325D-02	4.00000D+00	3.12500E+03	3.18147E+00	2.88543E+04
1.01325D-02	4.00000D+00	3.15000E+03	4.40436E+00	2.93087E+04
1.01325D-02	4.00000D+00	3.17500E+03	6.11948E+00	2.96427E+04
1.01325D-02	4.00000D+00	3.20000E+03	8.60308E+00	2.98579E+04
1.01325D-02	4.00000D+00	3.22500E+03	1.23732E+01	2.99618E+04
1.01325D-02	4.00000D+00	3.25000E+03	1.85287E+01	2.99663E+04
1.01325D-02	4.00000D+00	3.27500E+03	2.98826E+01	2.98859E+04
1.01325D-02	4.00000D+00	3.30000E+03	5.64274E+01	2.97349E+04
1.01325D-02	4.00000D+00	3.32500E+03	5.64274E+01	2.97349E+04
1.01325D-02	4.00000D+00	3.35000E+03	5.64274E+01	2.97349E+04
1.01325D-02	4.00000D+00	3.37500E+03	5.64274E+01	2.97349E+04
1.01325D-02	4.00000D+00	3.40000E+03	5.64274E+01	2.97349E+04
1.01325D-02	4.00000D+00	3.42500E+03	5.64274E+01	2.97349E+04
1.01325D-02	4.00000D+00	3.45000E+03	5.64274E+01	2.97349E+04
1.01325D-02	4.00000D+00	3.47500E+03	5.64274E+01	2.97349E+04
1.01325D-02	4.00000D+00	3.50000E+03	5.64274E+01	2.97349E+04
1.01325D-02	4.00000D+00	3.52500E+03	5.64274E+01	2.97349E+04
1.01325D-02	4.00000D+00	3.55000E+03	5.64274E+01	2.97349E+04
1.01325D-02	4.00000D+00	3.57500E+03	5.64274E+01	2.97349E+04
1.01325D-02	4.00000D+00	3.60000E+03	5.64274E+01	2.97349E+04
1.01325D-02	4.00000D+00	3.62500E+03	5.64274E+01	2.97349E+04
1.01325D-02	4.00000D+00	3.65000E+03	5.64274E+01	2.97349E+04
1.01325D-02	4.00000D+00	3.67500E+03	5.64274E+01	2.97349E+04
1.01325D-02	4.00000D+00	3.70000E+03	5.64274E+01	2.97349E+04
1.01325D-02	4.00000D+00	3.72500E+03	5.64274E+01	2.97349E+04
1.01325D-02	4.00000D+00	3.75000E+03	5.64274E+01	2.97349E+04
1.01325D-02	4.00000D+00	3.77500E+03	5.64274E+01	2.97349E+04
1.01325D-02	4.00000D+00	3.80000E+03	5.64274E+01	2.97349E+04
1.01325D-02	4.00000D+00	3.82500E+03	5.64274E+01	2.97349E+04
1.01325D-02	4.00000D+00	3.85000E+03	5.64274E+01	2.97349E+04
1.01325D-02	4.00000D+00	3.87500E+03	5.64274E+01	2.97349E+04
1.01325D-02	4.00000D+00	3.90000E+03	5.64274E+01	2.97349E+04
1.01325D-02	4.00000D+00	3.92500E+03	5.64274E+01	2.97349E+04
1.01325D-02	4.00000D+00	3.95000E+03	5.64274E+01	2.97349E+04
1.01325D-02	4.00000D+00	3.97500E+03	5.64274E+01	2.97349E+04
1.01325D-02	4.00000D+00	4.00000E+03	5.64274E+01	2.97349E+04
p (bar)	B'g	Temp (K)	B'c	Hw (kJ/kg)
1.01325D-02	5.50000D+00	2.50000E+02	0.00000E+00	-8.34560E+03
1.01325D-02	5.50000D+00	2.75000E+02	0.00000E+00	-8.28527E+03
1.01325D-02	5.50000D+00	3.00000E+02	0.00000E+00	-8.21782E+03
1.01325D-02	5.50000D+00	3.25000E+02	0.00000E+00	-8.14324E+03
1.01325D-02	5.50000D+00	3.50000E+02	0.00000E+00	-8.06240E+03
1.01325D-02	5.50000D+00	3.75000E+02	0.00000E+00	-7.97671E+03
1.01325D-02	5.50000D+00	4.00000E+02	0.00000E+00	-7.88775E+03
1.01325D-02	5.50000D+00	4.25000E+02	0.00000E+00	-7.79675E+03
1.01325D-02	5.50000D+00	4.50000E+02	0.00000E+00	-7.70422E+03
1.01325D-02	5.50000D+00	4.75000E+02	0.00000E+00	-7.60948E+03
1.01325D-02	5.50000D+00	5.00000E+02	0.00000E+00	-7.51013E+03
1.01325D-02	5.50000D+00	5.25000E+02	0.00000E+00	-7.40112E+03
1.01325D-02	5.50000D+00	5.50000E+02	0.00000E+00	-7.27356E+03
1.01325D-02	5.50000D+00	5.75000E+02	0.00000E+00	-7.11360E+03
1.01325D-02	5.50000D+00	6.00000E+02	0.00000E+00	-6.90283E+03
1.01325D-02	5.50000D+00	6.25000E+02	0.00000E+00	-6.62187E+03
1.01325D-02	5.50000D+00	6.50000E+02	0.00000E+00	-6.25600E+03
1.01325D-02	5.50000D+00	6.75000E+02	0.00000E+00	-5.79766E+03
1.01325D-02	5.50000D+00	7.00000E+02	0.00000E+00	-5.24493E+03
1.01325D-02	5.50000D+00	7.25000E+02	0.00000E+00	-4.60350E+03
1.01325D-02	5.50000D+00	7.50000E+02	0.00000E+00	-3.89794E+03
1.01325D-02	5.50000D+00	7.75000E+02	0.00000E+00	-3.18363E+03
1.01325D-02	5.50000D+00	8.00000E+02	0.00000E+00	-2.53838E+03
1.01325D-02	5.50000D+00	8.25000E+02	0.00000E+00	-2.02474E+03
1.01325D-02	5.50000D+00	8.50000E+02	0.00000E+00	-1.65556E+03
1.01325D-02	5.50000D+00	8.75000E+02	0.00000E+00	-1.40157E+03
1.01325D-02	5.50000D+00	9.00000E+02	0.00000E+00	-1.22280E+03
1.01325D-02	5.50000D+00	9.25000E+02	0.00000E+00	-1.08817E+03
1.01325D-02	5.50000D+00	9.50000E+02	0.00000E+00	-9.78238E+02
1.01325D-02	5.50000D+00	9.75000E+02	0.00000E+00	-8.81985E+02
1.01325D-02	5.50000D+00	1.00000E+03	0.00000E+00	-7.93327E+02
1.01325D-02	5.50000D+00	1.02500E+03	0.00000E+00	-7.08933E+02
1.01325D-02	5.50000D+00	1.05000E+03	0.00000E+00	-6.26952E+02
1.01325D-02	5.50000D+00	1.07500E+03	0.00000E+00	-5.46322E+02
1.01325D-02	5.50000D+00	1.10000E+03	0.00000E+00	-4.66421E+02
1.01325D-02	5.50000D+00	1.12500E+03	0.00000E+00	-3.86880E+02
1.01325D-02	5.50000D+00	1.15000E+03	0.00000E+00	-3.07472E+02
1.01325D-02	5.50000D+00	1.17500E+03	0.00000E+00	-2.28053E+02
1.01325D-02	5.50000D+00	1.20000E+03	0.00000E+00	-1.48530E+02
1.01325D-02	5.50000D+00	1.22500E+03	0.00000E+00	-6.88432E+01
1.01325D-02	5.50000D+00	1.25000E+03	0.00000E+00	1.10525E+01
1.01325D-02	5.50000D+00	1.27500E+03	0.00000E+00	9.11888E+01
1.01325D-02	5.50000D+00	1.30000E+03	0.00000E+00	1.71592E+02
1.01325D-02	5.50000D+00	1.32500E+03	0.00000E+00	2.52284E+02
1.01325D-02	5.50000D+00	1.35000E+03	0.00000E+00	3.33288E+02
1.01325D-02	5.50000D+00	1.37500E+03	0.00000E+00	4.14628E+02
1.01325D-02	5.50000D+00	1.40000E+03	0.00000E+00	4.96329E+02
1.01325D-02	5.50000D+00	1.42500E+03	0.00000E+00	5.78422E+02
1.01325D-02	5.50000D+00	1.45000E+03	0.00000E+00	6.60945E+02
1.01325D-02	5.50000D+00	1.47500E+03	0.00000E+00	7.43940E+02
1.01325D-02	5.50000D+00	1.50000E+03	0.00000E+00	8.27460E+02
1.01325D-02	5.50000D+00	1.52500E+03	0.00000E+00	9.11569E+02
1.01325D-02	5.50000D+00	1.55000E+03	0.00000E+00	9.96344E+02
1.01325D-02	5.50000D+00	1.57500E+03	0.00000E+00	1.08187E+03
1.01325D-02	5.50000D+00	1.60000E+03	0.00000E+00	1.16827E+03
1.01325D-02	5.50000D+00	1.62500E+03	0.00000E+00	1.25565E+03
1.01325D-02	5.50000D+00	1.65000E+03	0.00000E+00	1.34416E+03
1.01325D-02	5.50000D+00	1.67500E+03	0.00000E+00	1.43399E+03
1.01325D-02	5.50000D+00	1.70000E+03	0.00000E+00	1.52533E+03
1.01325D-02	5.50000D+00	1.72500E+03	0.00000E+00	1.61840E+03
1.01325D-02	5.50000D+00	1.75000E+03	0.00000E+00	1.71348E+03
1.01325D-02	5.50000D+00	1.77500E+03	0.00000E+00	1.81086E+03
1.01325D-02	5.50000D+00	1.80000E+03	0.00000E+00	1.91089E+03
1.01325D-02	5.50000D+00	1.82500E+03	0.00000E+00	2.01394E+03
1.01325D-02	5.50000D+00	1.85000E+03	0.00000E+00	2.12045E+03
1.01325D-02	5.50000D+00	1.87500E+03	0.00000E+00	2.23089E+03
1.01325D-02	5.50000D+00	1.90000E+03	0.00000E+00	2.34581E+03
1.01325D-02	5.50000D+00	1.92500E+03	0.00000E+00	2.46579E+03
1.01325D-02	5.50000D+00	1.95000E+03	0.00000E+00	2.59149E+03
1.01325D-02	5.50000D+00	1.97500E+03	0.00000E+00	2.72362E+03
1.01325D-02	5.50000D+00	2.00000E+03	0.00000E+00	2.86296E+03
1.01325D-02	5.50000D+00	2.02500E+03	0.00000E+00	3.01036E+03
1.01325D-02	5.50000D+00	2.05000E+03	0.00000E+00	3.16674E+03
1.01325D-02	5.50000D+00	2.07500E+03	0.00000E+00	3.33310E+03
1.01325D-02	5.50000D+00	2.10000E+03	0.00000E+00	3.51050E+03
1.01325D-02	5.50000D+00	2.12500E+03	0.00000E+00	3.70006E+03
1.01325D-02	5.50000D+00	2.15000E+03	0.00000E+00	3.90301E+03
1.01325D-02	5.50000D+00	2.17500E+03	0.00000E+00	4.12062E+03
1.01325D-02	5.50000D+00	2.20000E+03	0.00000E+00	4.35424E+03
1.01325D-02	5.50000D+00	2.22500E+03	0.00000E+00	4.60529E+03
1.01325D-02	5.50000D+00	2.25000E+03	0.00000E+00	4.87523E+03
1.01325D-02	5.50000D+00	2.27500E+03	0.00000E+00	5.16559E+03
1.01325D-02	5.50000D+00	2.30000E+03	0.00000E+00	5.47793E+03
1.01325D-02	5.50000D+00	2.32500E+03	0.00000E+00	5.81388E+03
1.01325D-02	5.50000D+00	2.35000E+03	0.00000E+00	6.17505E+03
1.01325D-02	5.50000D+00	2.37500E+03	0.00000E+00	6.56307E+03
1.01325D-02	5.50000D+00	2.40000E+03	0.00000E+00	6.97959E+03
1.01325D-02	5.50000D+00	2.42500E+03	0.00000E+00	7.42620E+03
1.01325D-02	5.50000D+00	2.45000E+03	0.00000E+00	7.90445E+03
1.01325D-02	5.50000D+00	2.47500E+03	0.00000E+00	8.41583E+03
1.01325D-02	5.50000D+00	2.50000E+03	0.00000E+00	8.96170E+03
1.01325D-02	5.50000D+00	2.52500E+03	0.00000E+00	9.54331E+03
1.01325D-02	5.50000D+00	2.55000E+03	0.00000E+00	1.01617E+04
1.01325D-02	5.50000D+00	2.57500E+03	0.00000E+00	1.08178E+04
1.01325D-02	5.50000D+00	2.60000E+03	0.00000E+00	1.15122E+04
1.01325D-02	5.50000D+00	2.62500E+03	0.00000E+00	1.22452E+04
1.01325D-02	5.50000D+00	2.65000E+03	0.00000E+00	1.30168E+04
1.01325D-02	5.50000D+00	2.67500E+03	0.00000E+00	1.38266E+04
1.01325D-02	5.50000D+00	2.70000E+03	0.00000E+00	1.46737E+04
1.01325D-02	5.50000D+00	2.72500E+03	0.00000E+00	1.55570E+04
1.01325D-02	5.50000D+00	2.75000E+03	0.00000E+00	1.64744E+04
1.01325D-02	5.50000D+00	2.77500E+03	0.00000E+00	1.74234E+04
1.01325D-02	5.50000D+00	2.80000E+03	0.00000E+00	1.84009E+04
1.01325D-02	5.50000D+00	2.82500E+03	0.00000E+00	1.94028E+04
1.01325D-02	5.50000D+00	2.85000E+03	0.00000E+00	2.04239E+04
1.01325D-02	5.50000D+00	2.87500E+03	0.00000E+00	2.14581E+04
1.01325D-02	5.50000D+00	2.90000E+03	0.00000E+00	2.24977E+04
1.01325D-02	5.50000D+00	2.92500E+03	0.00000E+00	2.35334E+04
1.01325D-02	5.50000D+00	2.95000E+03	1.87383E-02	2.45537E+04
1.01325D-02	5.50000D+00	2.97500E+03	2.41417E-01	2.55454E+04
1.01325D-02	5.50000D+00	3.00000E+03	5.32162E-01	2.64927E+04
1.01325D-02	5.50000D+00	3.02500E+03	9.13338E-01	2.73781E+04
1.01325D-02	5.50000D+00	3.05000E+03	1.41541E+00	2.81830E+04
1.01325D-02	5.50000D+00	3.07500E+03	2.08065E+00	2.88887E+04
1.01325D-02	5.50000D+00	3.10000E+03	2.96923E+00	2.94788E+04
1.01325D-02	5.50000D+00	3.12500E+03	4.16942E+00	2.99409E+04
1.01325D-02	5.50000D+00	3.15000E+03	5.81607E+00	3.02687E+04
1.01325D-02	5.50000D+00	3.17500E+03	8.12585E+00	3.04629E+04
1.01325D-02	5.50000D+00	3.20000E+03	1.14707E+01	3.05317E+04
1.01325D-02	5.50000D+00	3.22500E+03	1.65477E+01	3.04893E+04
1.01325D-02	5.50000D+00	3.25000E+03	2.48353E+01	3.03535E+04
1.01325D-02	5.50000D+00	3.27500E+03	4.01145E+01	3.01438E+04
1.01325D-02	5.50000D+00	3.30000E+03	7.58060E+01	2.98779E+04
1.01325D-02	5.50000D+00	3.32500E+03	7.58060E+01	2.98779E+04
1.01325D-02	5.50000D+00	3.35000E+03	7.58060E+01	2.98779E+04
1.01325D-02	5.50000D+00	3.37500E+03	7.58060E+01	2.98779E+04
1.01325D-02	5.50000D+00	3.40000E+03	7.58060E+01	2.98779E+04
1.01325D-02	5.50000D+00	3.42500E+03	7.58060E+01	2.98779E+04
1.01325D-02	5.50000D+00	3.45000E+03	7.58060E+01	2.98779E+04
1.01325D-02	5.50000D+00	3.47500E+03	7.58060E+01	2.98779E+04
1.01325D-02	5.50000D+00	3.50000E+03	7.58060E+01	2.98779E+04
1.01325D-02	5.50000D+00	3.52500E+03	7.58060E+01	2.98779E+04
1.01325D-02	5.50000D+00	3.55000E+03	7.58060E+01	2.98779E+04
1.01325D-02	5.50000D+00	3.57500E+03	7.58060E+01	2.98779E+04
1.01325D-02	5.50000D+00	3.60000E+03	7.58060E+01	2.98779E+04
1.01325D-02	5.50000D+00	3.62500E+03	7.58060E+01	2.98779E+04
1.01325D-02	5.50000D+00	3.65000E+03	7.58060E+01	2.98779E+04
1.01325D-02	5.50000D+00	3.67500E+03	7.58060E+01	2.98779E+04
1.01325D-02	5.50000D+00	3.70000E+03	7.58060E+01	2.98779E+04
1.01325D-02	5.50000D+00	3.72500E+03	7.58060E+01	2.98779E+04
1.01325D-02	5.50000D+00	3.75000E+03	7.58060E+01	2.98779E+04
1.01325D-02	5.50000D+00	3.77500E+03	7.58060E+01	2.98779E+04
1.01325D-02	5.50000D+00	3.80000E+03	7.58060E+01	2.98779E+04
1.01325D-02	5.50000D+00	3.82500E+03	7.58060E+01	2.98779E+04
1.01325D-02	5.50000D+00	3.85000E+03	7.58060E+01	2.98779E+04
1.01325D-02	5.50000D+00	3.87500E+03	7.58060E+01	2.98779E+04
1.01325D-02	5.50000D+00	3.90000E+03	7.58060E+01	2.98779E+04
1.01325D-02	5.50000D+00	3.92500E+03	7.58060E+01	2.98779E+04
1.01325D-02	5.50000D+00	3.95000E+03	7.58060E+01	2.98779E+04
1.01325D-02	5.50000D+00	3.97500E+03	7.58060E+01	2.98779E+04
1.01325D-02	5.50000D+00	4.00000E+03	7.58060E+01	2.98779E+04
p (bar)	B'g	Temp (K)	B'c	Hw (kJ/kg)
1.01325D-02	7.50000D+00	2.50000E+02	0.00000E+00	-8.59447E+03
1.01325D-02	7.50000D+00	2.75000E+02	0.00000E+00	-8.53319E+03
1.01325D-02	7.50000D+00	3.00000E+02	0.00000E+00	-8.46471E+03
1.01325D-02	7.50000D+00	3.25000E+02	0.00000E+00	-8.38899E+03
1.01325D-02	7.50000D+00	3.50000E+02	0.00000E+00	-8.30691E+03
1.01325D-02	7.50000D+00	3.75000E+02	0.00000E+00	-8.21995E+03
1.01325D-02	7.50000D+00	4.00000E+02	0.00000E+00	-8.12981E+03
1.01325D-02	7.50000D+00	4.25000E+02	0.00000E+00	-8.03792E+03
1.01325D-02	7.50000D+00	4.50000E+02	0.00000E+00	-7.94505E+03
1.01325D-02	7.50000D+00	4.75000E+02	0.00000E+00	-7.85087E+03
1.01325D-02	7.50000D+00	5.00000E+02	0.00000E+00	-7.75329E+03
1.01325D-02	7.50000D+00	5.25000E+02	0.00000E+00	-7.64752E+03
1.01325D-02	7.50000D+00	5.50000E+02	0.00000E+00	-7.52461E+03
1.01325D-02	7.50000D+00	5.75000E+02	0.00000E+00	-7.36995E+03
1.01325D-02	7.50000D+00	6.00000E+02	0.00000E+00	-7.16323E+03
