p (bar)	B'g	Temp (K)	B'c	Hw (kJ/kg)
1.01325D-02	7.50000D+00	6.25000E+02	0.00000E+00	-6.88206E+03
1.01325D-02	7.50000D+00	6.50000E+02	0.00000E+00	-6.50859E+03
1.01325D-02	7.50000D+00	6.75000E+02	0.00000E+00	-6.03366E+03
1.01325D-02	7.50000D+00	7.00000E+02	0.00000E+00	-5.45574E+03
1.01325D-02	7.50000D+00	7.25000E+02	0.00000E+00	-4.78263E+03
1.01325D-02	7.50000D+00	7.50000E+02	0.00000E+00	-4.04221E+03
1.01325D-02	7.50000D+00	7.75000E+02	0.00000E+00	-3.29409E+03
1.01325D-02	7.50000D+00	8.00000E+02	0.00000E+00	-2.62011E+03
1.01325D-02	7.50000D+00	8.25000E+02	0.00000E+00	-2.08486E+03
1.01325D-02	7.50000D+00	8.50000E+02	0.00000E+00	-1.70077E+03
1.01325D-02	7.50000D+00	8.75000E+02	0.00000E+00	-1.43671E+03
1.01325D-02	7.50000D+00	9.00000E+02	0.00000E+00	-1.25092E+03
1.01325D-02	7.50000D+00	9.25000E+02	0.00000E+00	-1.11101E+03
1.01325D-02	7.50000D+00	9.50000E+02	0.00000E+00	-9.96801E+02
1.01325D-02	7.50000D+00	9.75000E+02	0.00000E+00	-8.96821E+02
1.01325D-02	7.50000D+00	1.00000E+03	0.00000E+00	-8.04754E+02
1.01325D-02	7.50000D+00	1.02500E+03	0.00000E+00	-7.17133E+02
1.01325D-02	7.50000D+00	1.05000E+03	0.00000E+00	-6.32033E+02
1.01325D-02	7.50000D+00	1.07500E+03	0.00000E+00	-5.48347E+02
1.01325D-02	7.50000D+00	1.10000E+03	0.00000E+00	-4.65429E+02
1.01325D-02	7.50000D+00	1.12500E+03	0.00000E+00	-3.82890E+02
1.01325D-02	7.50000D+00	1.15000E+03	0.00000E+00	-3.00494E+02
1.01325D-02	7.50000D+00	1.17500E+03	0.00000E+00	-2.18091E+02
1.01325D-02	7.50000D+00	1.20000E+03	0.00000E+00	-1.35586E+02
1.01325D-02	7.50000D+00	1.22500E+03	0.00000E+00	-5.29123E+01
1.01325D-02	7.50000D+00	1.25000E+03	0.00000E+00	2.99742E+01
1.01325D-02	7.50000D+00	1.27500E+03	0.00000E+00	1.13107E+02
1.01325D-02	7.50000D+00	1.30000E+03	0.00000E+00	1.96514E+02
1.01325D-02	7.50000D+00	1.32500E+03	0.00000E+00	2.80217E+02
1.01325D-02	7.50000D+00	1.35000E+03	0.00000E+00	3.64241E+02
1.01325D-02	7.50000D+00	1.37500E+03	0.00000E+00	4.48608E+02
1.01325D-02	7.50000D+00	1.40000E+03	0.00000E+00	5.33347E+02
1.01325D-02	7.50000D+00	1.42500E+03	0.00000E+00	6.18487E+02
1.01325D-02	7.50000D+00	1.45000E+03	0.00000E+00	7.04068E+02
1.01325D-02	7.50000D+00	1.47500E+03	0.00000E+00	7.90134E+02
1.01325D-02	7.50000D+00	1.50000E+03	0.00000E+00	8.76739E+02
1.01325D-02	7.50000D+00	1.52500E+03	0.00000E+00	9.63950E+02
1.01325D-02	7.50000D+00	1.55000E+03	0.00000E+00	1.05184E+03
1.01325D-02	7.50000D+00	1.57500E+03	0.00000E+00	1.14051E+03
1.01325D-02	7.50000D+00	1.60000E+03	0.00000E+00	1.23007E+03
1.01325D-02	7.50000D+00	1.62500E+03	0.00000E+00	1.32065E+03
1.01325D-02	7.50000D+00	1.65000E+03	0.00000E+00	1.41241E+03
1.01325D-02	7.50000D+00	1.67500E+03	0.00000E+00	1.50551E+03
1.01325D-02	7.50000D+00	1.70000E+03	0.00000E+00	1.60018E+03
1.01325D-02	7.50000D+00	1.72500E+03	0.00000E+00	1.69665E+03
1.01325D-02	7.50000D+00	1.75000E+03	0.00000E+00	1.79520E+03
1.01325D-02	7.50000D+00	1.77500E+03	0.00000E+00	1.89614E+03
1.01325D-02	7.50000D+00	1.80000E+03	0.00000E+00	1.99982E+03
1.01325D-02	7.50000D+00	1.82500E+03	0.00000E+00	2.10665E+03
1.01325D-02	7.50000D+00	1.85000E+03	0.00000E+00	2.21708E+03
1.01325D-02	7.50000D+00	1.87500E+03	0.00000E+00	2.33161E+03
1.01325D-02	7.50000D+00	1.90000E+03	0.00000E+00	2.45079E+03
1.01325D-02	7.50000D+00	1.92500E+03	0.00000E+00	2.57526E+03
1.01325D-02	7.50000D+00	1.95000E+03	0.00000E+00	2.70570E+03
1.01325D-02	7.50000D+00	1.97500E+03	0.00000E+00	2.84285E+03
1.01325D-02	7.50000D+00	2.00000E+03	0.00000E+00	2.98754E+03
1.01325D-02	7.50000D+00	2.02500E+03	0.00000E+00	3.14065E+03
1.01325D-02	7.50000D+00	2.05000E+03	0.00000E+00	3.30315E+03
1.01325D-02	7.50000D+00	2.07500E+03	0.00000E+00	3.47610E+03
1.01325D-02	7.50000D+00	2.10000E+03	0.00000E+00	3.66059E+03
1.01325D-02	7.50000D+00	2.12500E+03	0.00000E+00	3.85784E+03
1.01325D-02	7.50000D+00	2.15000E+03	0.00000E+00	4.06911E+03
1.01325D-02	7.50000D+00	2.17500E+03	0.00000E+00	4.29575E+03
1.01325D-02	7.50000D+00	2.20000E+03	0.00000E+00	4.53918E+03
1.01325D-02	7.50000D+00	2.22500E+03	0.00000E+00	4.80090E+03
1.01325D-02	7.50000D+00	2.25000E+03	0.00000E+00	5.08246E+03
1.01325D-02	7.50000D+00	2.27500E+03	0.00000E+00	5.38547E+03
1.01325D-02	7.50000D+00	2.30000E+03	0.00000E+00	5.71159E+03
1.01325D-02	7.50000D+00	2.32500E+03	0.00000E+00	6.06252E+03
1.01325D-02	7.50000D+00	2.35000E+03	0.00000E+00	6.44000E+03
1.01325D-02	7.50000D+00	2.37500E+03	0.00000E+00	6.84574E+03
1.01325D-02	7.50000D+00	2.40000E+03	0.00000E+00	7.28150E+03
1.01325D-02	7.50000D+00	2.42500E+03	0.00000E+00	7.74897E+03
1.01325D-02	7.50000D+00	2.45000E+03	0.00000E+00	8.24981E+03
1.01325D-02	7.50000D+00	2.47500E+03	0.00000E+00	8.78560E+03
1.01325D-02	7.50000D+00	2.50000E+03	0.00000E+00	9.35781E+03
1.01325D-02	7.50000D+00	2.52500E+03	0.00000E+00	9.96778E+03
1.01325D-02	7.50000D+00	2.55000E+03	0.00000E+00	1.06166E+04
1.01325D-02	7.50000D+00	2.57500E+03	0.00000E+00	1.13054E+04
1.01325D-02	7.50000D+00	2.60000E+03	0.00000E+00	1.20346E+04
1.01325D-02	7.50000D+00	2.62500E+03	0.00000E+00	1.28046E+04
1.01325D-02	7.50000D+00	2.65000E+03	0.00000E+00	1.36155E+04
1.01325D-02	7.50000D+00	2.67500E+03	0.00000E+00	1.44668E+04
1.01325D-02	7.50000D+00	2.70000E+03	0.00000E+00	1.53575E+04
1.01325D-02	7.50000D+00	2.72500E+03	0.00000E+00	1.62861E+04
1.01325D-02	7.50000D+00	2.75000E+03	0.00000E+00	1.72504E+04
1.01325D-02	7.50000D+00	2.77500E+03	0.00000E+00	1.82475E+04
1.01325D-02	7.50000D+00	2.80000E+03	0.00000E+00	1.92736E+04
1.01325D-02	7.50000D+00	2.82500E+03	0.00000E+00	2.03238E+04
1.01325D-02	7.50000D+00	2.85000E+03	0.00000E+00	2.13920E+04
1.01325D-02	7.50000D+00	2.87500E+03	0.00000E+00	2.24707E+04
1.01325D-02	7.50000D+00	2.90000E+03	0.00000E+00	2.35505E+04
1.01325D-02	7.50000D+00	2.92500E+03	0.00000E+00	2.46200E+04
1.01325D-02	7.50000D+00	2.95000E+03	0.00000E+00	2.56657E+04
1.01325D-02	7.50000D+00	2.97500E+03	2.08604E-01	2.66713E+04
1.01325D-02	7.50000D+00	3.00000E+03	5.98087E-01	2.76186E+04
1.01325D-02	7.50000D+00	3.02500E+03	1.10903E+00	2.84873E+04
1.01325D-02	7.50000D+00	3.05000E+03	1.78239E+00	2.92568E+04
1.01325D-02	7.50000D+00	3.07500E+03	2.67497E+00	2.99074E+04
1.01325D-02	7.50000D+00	3.10000E+03	3.86761E+00	3.04232E+04
1.01325D-02	7.50000D+00	3.12500E+03	5.47891E+00	3.07936E+04
1.01325D-02	7.50000D+00	3.15000E+03	7.69000E+00	3.10161E+04
1.01325D-02	7.50000D+00	3.17500E+03	1.07919E+01	3.10962E+04
1.01325D-02	7.50000D+00	3.20000E+03	1.52839E+01	3.10475E+04
1.01325D-02	7.50000D+00	3.22500E+03	2.21016E+01	3.08895E+04
1.01325D-02	7.50000D+00	3.25000E+03	3.32282E+01	3.06449E+04
1.01325D-02	7.50000D+00	3.27500E+03	5.37337E+01	3.03363E+04
1.01325D-02	7.50000D+00	3.30000E+03	5.37337E+01	3.03363E+04
1.01325D-02	7.50000D+00	3.32500E+03	5.37337E+01	3.03363E+04
1.01325D-02	7.50000D+00	3.35000E+03	5.37337E+01	3.03363E+04
1.01325D-02	7.50000D+00	3.37500E+03	5.37337E+01	3.03363E+04
1.01325D-02	7.50000D+00	3.40000E+03	5.37337E+01	3.03363E+04
1.01325D-02	7.50000D+00	3.42500E+03	5.37337E+01	3.03363E+04
1.01325D-02	7.50000D+00	3.45000E+03	5.37337E+01	3.03363E+04
1.01325D-02	7.50000D+00	3.47500E+03	5.37337E+01	3.03363E+04
1.01325D-02	7.50000D+00	3.50000E+03	5.37337E+01	3.03363E+04
1.01325D-02	7.50000D+00	3.52500E+03	5.37337E+01	3.03363E+04
1.01325D-02	7.50000D+00	3.55000E+03	5.37337E+01	3.03363E+04
1.01325D-02	7.50000D+00	3.57500E+03	5.37337E+01	3.03363E+04
1.01325D-02	7.50000D+00	3.60000E+03	5.37337E+01	3.03363E+04
1.01325D-02	7.50000D+00	3.62500E+03	5.37337E+01	3.03363E+04
1.01325D-02	7.50000D+00	3.65000E+03	5.37337E+01	3.03363E+04
1.01325D-02	7.50000D+00	3.67500E+03	5.37337E+01	3.03363E+04
1.01325D-02	7.50000D+00	3.70000E+03	5.37337E+01	3.03363E+04
1.01325D-02	7.50000D+00	3.72500E+03	5.37337E+01	3.03363E+04
1.01325D-02	7.50000D+00	3.75000E+03	5.37337E+01	3.03363E+04
1.01325D-02	7.50000D+00	3.77500E+03	5.37337E+01	3.03363E+04
1.01325D-02	7.50000D+00	3.80000E+03	5.37337E+01	3.03363E+04
1.01325D-02	7.50000D+00	3.82500E+03	5.37337E+01	3.03363E+04
1.01325D-02	7.50000D+00	3.85000E+03	5.37337E+01	3.03363E+04
1.01325D-02	7.50000D+00	3.87500E+03	5.37337E+01	3.03363E+04
1.01325D-02	7.50000D+00	3.90000E+03	5.37337E+01	3.03363E+04
1.01325D-02	7.50000D+00	3.92500E+03	5.37337E+01	3.03363E+04
1.01325D-02	7.50000D+00	3.95000E+03	5.37337E+01	3.03363E+04
1.01325D-02	7.50000D+00	3.97500E+03	5.37337E+01	3.03363E+04
1.01325D-02	7.50000D+00	4.00000E+03	5.37337E+01	3.03363E+04
p (bar)	B'g	Temp (K)	B'c	Hw (kJ/kg)
1.01325D-02	1.00000D+01	2.50000E+02	0.00000E+00	-8.78030E+03
1.01325D-02	1.00000D+01	2.75000E+02	0.00000E+00	-8.71829E+03
1.01325D-02	1.00000D+01	3.00000E+02	0.00000E+00	-8.64901E+03
1.01325D-02	1.00000D+01	3.25000E+02	0.00000E+00	-8.57241E+03
1.01325D-02	1.00000D+01	3.50000E+02	0.00000E+00	-8.48938E+03
1.01325D-02	1.00000D+01	3.75000E+02	0.00000E+00	-8.40145E+03
1.01325D-02	1.00000D+01	4.00000E+02	0.00000E+00	-8.31042E+03
1.01325D-02	1.00000D+01	4.25000E+02	0.00000E+00	-8.21788E+03
1.01325D-02	1.00000D+01	4.50000E+02	0.00000E+00	-8.12482E+03
1.01325D-02	1.00000D+01	4.75000E+02	0.00000E+00	-8.03116E+03
1.01325D-02	1.00000D+01	5.00000E+02	0.00000E+00	-7.93510E+03
1.01325D-02	1.00000D+01	5.25000E+02	0.00000E+00	-7.83205E+03
1.01325D-02	1.00000D+01	5.50000E+02	0.00000E+00	-7.71308E+03
1.01325D-02	1.00000D+01	5.75000E+02	0.00000E+00	-7.56306E+03
1.01325D-02	1.00000D+01	6.00000E+02	0.00000E+00	-7.36023E+03
1.01325D-02	1.00000D+01	6.25000E+02	0.00000E+00	-7.07981E+03
1.01325D-02	1.00000D+01	6.50000E+02	0.00000E+00	-6.70139E+03
1.01325D-02	1.00000D+01	6.75000E+02	0.00000E+00	-6.21434E+03
1.01325D-02	1.00000D+01	7.00000E+02	0.00000E+00	-5.61739E+03
1.01325D-02	1.00000D+01	7.25000E+02	0.00000E+00	-4.91998E+03
1.01325D-02	1.00000D+01	7.50000E+02	0.00000E+00	-4.15272E+03
1.01325D-02	1.00000D+01	7.75000E+02	0.00000E+00	-3.37858E+03
1.01325D-02	1.00000D+01	8.00000E+02	0.00000E+00	-2.68252E+03
1.01325D-02	1.00000D+01	8.25000E+02	0.00000E+00	-2.13071E+03
1.01325D-02	1.00000D+01	8.50000E+02	0.00000E+00	-1.73521E+03
1.01325D-02	1.00000D+01	8.75000E+02	0.00000E+00	-1.46348E+03
1.01325D-02	1.00000D+01	9.00000E+02	0.00000E+00	-1.27233E+03
1.01325D-02	1.00000D+01	9.25000E+02	0.00000E+00	-1.12840E+03
1.01325D-02	1.00000D+01	9.50000E+02	0.00000E+00	-1.01093E+03
1.01325D-02	1.00000D+01	9.75000E+02	0.00000E+00	-9.08113E+02
1.01325D-02	1.00000D+01	1.00000E+03	0.00000E+00	-8.13450E+02
1.01325D-02	1.00000D+01	1.02500E+03	0.00000E+00	-7.23374E+02
1.01325D-02	1.00000D+01	1.05000E+03	0.00000E+00	-6.35901E+02
1.01325D-02	1.00000D+01	1.07500E+03	0.00000E+00	-5.49890E+02
1.01325D-02	1.00000D+01	1.10000E+03	0.00000E+00	-4.64675E+02
1.01325D-02	1.00000D+01	1.12500E+03	0.00000E+00	-3.79855E+02
1.01325D-02	1.00000D+01	1.15000E+03	0.00000E+00	-2.95186E+02
1.01325D-02	1.00000D+01	1.17500E+03	0.00000E+00	-2.10514E+02
1.01325D-02	1.00000D+01	1.20000E+03	0.00000E+00	-1.25739E+02
1.01325D-02	1.00000D+01	1.22500E+03	0.00000E+00	-4.07945E+01
1.01325D-02	1.00000D+01	1.25000E+03	0.00000E+00	4.43665E+01
1.01325D-02	1.00000D+01	1.27500E+03	0.00000E+00	1.29778E+02
1.01325D-02	1.00000D+01	1.30000E+03	0.00000E+00	2.15468E+02
1.01325D-02	1.00000D+01	1.32500E+03	0.00000E+00	3.01460E+02
1.01325D-02	1.00000D+01	1.35000E+03	0.00000E+00	3.87778E+02
1.01325D-02	1.00000D+01	1.37500E+03	0.00000E+00	4.74445E+02
1.01325D-02	1.00000D+01	1.40000E+03	0.00000E+00	5.61490E+02
1.01325D-02	1.00000D+01	1.42500E+03	0.00000E+00	6.48944E+02
1.01325D-02	1.00000D+01	1.45000E+03	0.00000E+00	7.36846E+02
1.01325D-02	1.00000D+01	1.47500E+03	0.00000E+00	8.25241E+02
1.01325D-02	1.00000D+01	1.50000E+03	0.00000E+00	9.14185E+02
1.01325D-02	1.00000D+01	1.52500E+03	0.00000E+00	1.00374E+03
1.01325D-02	1.00000D+01	1.55000E+03	0.00000E+00	1.09400E+03
1.01325D-02	1.00000D+01	1.57500E+03	0.00000E+00	1.18505E+03
1.01325D-02	1.00000D+01	1.60000E+03	0.00000E+00	1.27700E+03
1.01325D-02	1.00000D+01	1.62500E+03	0.00000E+00	1.37000E+03
1.01325D-02	1.00000D+01	1.65000E+03	0.00000E+00	1.46420E+03
1.01325D-02	1.00000D+01	1.67500E+03	0.00000E+00	1.55978E+03
1.01325D-02	1.00000D+01	1.70000E+03	0.00000E+00	1.65696E+03
1.01325D-02	1.00000D+01	1.72500E+03	0.00000E+00	1.75599E+03
1.01325D-02	1.00000D+01	1.75000E+03	0.00000E+00	1.85714E+03
1.01325D-02	1.00000D+01	1.77500E+03	0.00000E+00	1.96076E+03
1.01325D-02	1.00000D+01	1.80000E+03	0.00000E+00	2.06719E+03
1.01325D-02	1.00000D+01	1.82500E+03	0.00000E+00	2.17686E+03
1.01325D-02	1.00000D+01	1.85000E+03	0.00000E+00	2.29023E+03
1.01325D-02	1.00000D+01	1.87500E+03	0.00000E+00	2.40782E+03
1.01325D-02	1.00000D+01	1.90000E+03	0.00000E+00	2.53021E+03
1.01325D-02	1.00000D+01	1.92500E+03	0.00000E+00	2.65804E+03
1.01325D-02	1.00000D+01	1.95000E+03	0.00000E+00	2.79203E+03
1.01325D-02	1.00000D+01	1.97500E+03	0.00000E+00	2.93294E+03
1.01325D-02	1.00000D+01	2.00000E+03	0.00000E+00	3.08164E+03
1.01325D-02	1.00000D+01	2.02500E+03	0.00000E+00	3.23903E+03
1.01325D-02	1.00000D+01	2.05000E+03	0.00000E+00	3.40613E+03
1.01325D-02	1.00000D+01	2.07500E+03	0.00000E+00	3.58401E+03
1.01325D-02	1.00000D+01	2.10000E+03	0.00000E+00	3.77384E+03
1.01325D-02	1.00000D+01	2.12500E+03	0.00000E+00	3.97686E+03
1.01325D-02	1.00000D+01	2.15000E+03	0.00000E+00	4.19439E+03
1.01325D-02	1.00000D+01	2.17500E+03	0.00000E+00	4.42783E+03
1.01325D-02	1.00000D+01	2.20000E+03	0.00000E+00	4.67867E+03
1.01325D-02	1.00000D+01	2.22500E+03	0.00000E+00	4.94845E+03
1.01325D-02	1.00000D+01	2.25000E+03	0.00000E+00	5.23878E+03
1.01325D-02	1.00000D+01	2.27500E+03	0.00000E+00	5.55136E+03
1.01325D-02	1.00000D+01	2.30000E+03	0.00000E+00	5.88791E+03
1.01325D-02	1.00000D+01	2.32500E+03	0.00000E+00	6.25021E+03
1.01325D-02	1.00000D+01	2.35000E+03	0.00000E+00	6.64007E+03
1.01325D-02	1.00000D+01	2.37500E+03	0.00000E+00	7.05928E+03
1.01325D-02	1.00000D+01	2.40000E+03	0.00000E+00	7.50968E+03
1.01325D-02	1.00000D+01	2.42500E+03	0.00000E+00	7.99305E+03
1.01325D-02	1.00000D+01	2.45000E+03	0.00000E+00	8.51113E+03
1.01325D-02	1.00000D+01	2.47500E+03	0.00000E+00	9.06557E+03
1.01325D-02	1.00000D+01	2.50000E+03	0.00000E+00	9.65793E+03
1.01325D-02	1.00000D+01	2.52500E+03	0.00000E+00	1.02896E+04
1.01325D-02	1.00000D+01	2.55000E+03	0.00000E+00	1.09618E+04
1.01325D-02	1.00000D+01	2.57500E+03	0.00000E+00	1.16755E+04
1.01325D-02	1.00000D+01	2.60000E+03	0.00000E+00	1.24315E+04
1.01325D-02	1.00000D+01	2.62500E+03	0.00000E+00	1.32300E+04
1.01325D-02	1.00000D+01	2.65000E+03	0.00000E+00	1.40712E+04
1.01325D-02	1.00000D+01	2.67500E+03	0.00000E+00	1.49543E+04
1.01325D-02	1.00000D+01	2.70000E+03	0.00000E+00	1.58785E+04
1.01325D-02	1.00000D+01	2.72500E+03	0.00000E+00	1.68420E+04
1.01325D-02	1.00000D+01	2.75000E+03	0.00000E+00	1.78424E+04
1.01325D-02	1.00000D+01	2.77500E+03	0.00000E+00	1.88765E+04
1.01325D-02	1.00000D+01	2.80000E+03	0.00000E+00	1.99399E+04
1.01325D-02	1.00000D+01	2.82500E+03	0.00000E+00	2.10272E+04
1.01325D-02	1.00000D+01	2.85000E+03	0.00000E+00	2.21314E+04
1.01325D-02	1.00000D+01	2.87500E+03	0.00000E+00	2.32438E+04
1.01325D-02	1.00000D+01	2.90000E+03	0.00000E+00	2.43539E+04
1.01325D-02	1.00000D+01	2.92500E+03	0.00000E+00	2.54486E+04
1.01325D-02	1.00000D+01	2.95000E+03	0.00000E+00	2.65124E+04
1.01325D-02	1.00000D+01	2.97500E+03	1.61519E-01	2.75271E+04
1.01325D-02	1.00000D+01	3.00000E+03	6.74223E-01	2.84722E+04
1.01325D-02	1.00000D+01	3.02500E+03	1.34717E+00	2.93256E+04
1.01325D-02	1.00000D+01	3.05000E+03	2.23439E+00	3.00653E+04
1.01325D-02	1.00000D+01	3.07500E+03	3.41086E+00	3.06711E+04
1.01325D-02	1.00000D+01	3.10000E+03	4.98325E+00	3.11274E+04
1.01325D-02	1.00000D+01	3.12500E+03	7.10804E+00	3.14258E+04
1.01325D-02	1.00000D+01	3.15000E+03	1.00242E+01	3.15667E+04
1.01325D-02	1.00000D+01	3.17500E+03	1.41154E+01	3.15596E+04
1.01325D-02	1.00000D+01	3.20000E+03	2.00401E+01	3.14224E+04
1.01325D-02	1.00000D+01	3.22500E+03	2.90318E+01	3.11785E+04
1.01325D-02	1.00000D+01	3.25000E+03	4.37039E+01	3.08538E+04
1.01325D-02	1.00000D+01	3.27500E+03	7.07354E+01	3.04734E+04
1.01325D-02	1.00000D+01	3.30000E+03	7.07354E+01	3.04734E+04
1.01325D-02	1.00000D+01	3.32500E+03	7.07354E+01	3.04734E+04
1.01325D-02	1.00000D+01	3.35000E+03	7.07354E+01	3.04734E+04
1.01325D-02	1.00000D+01	3.37500E+03	7.07354E+01	3.04734E+04
1.01325D-02	1.00000D+01	3.40000E+03	7.07354E+01	3.04734E+04
1.01325D-02	1.00000D+01	3.42500E+03	7.07354E+01	3.04734E+04
1.01325D-02	1.00000D+01	3.45000E+03	7.07354E+01	3.04734E+04
1.01325D-02	1.00000D+01	3.47500E+03	7.07354E+01	3.04734E+04
1.01325D-02	1.00000D+01	3.50000E+03	7.07354E+01	3.04734E+04
1.01325D-02	1.00000D+01	3.52500E+03	7.07354E+01	3.04734E+04
1.01325D-02	1.00000D+01	3.55000E+03	7.07354E+01	3.04734E+04
1.01325D-02	1.00000D+01	3.57500E+03	7.07354E+01	3.04734E+04
1.01325D-02	1.00000D+01	3.60000E+03	7.07354E+01	3.04734E+04
1.01325D-02	1.00000D+01	3.62500E+03	7.07354E+01	3.04734E+04
1.01325D-02	1.00000D+01	3.65000E+03	7.07354E+01	3.04734E+04
1.01325D-02	1.00000D+01	3.67500E+03	7.07354E+01	3.04734E+04
1.01325D-02	1.00000D+01	3.70000E+03	7.07354E+01	3.04734E+04
1.01325D-02	1.00000D+01	3.72500E+03	7.07354E+01	3.04734E+04
1.01325D-02	1.00000D+01	3.75000E+03	7.07354E+01	3.04734E+04
1.01325D-02	1.00000D+01	3.77500E+03	7.07354E+01	3.04734E+04
1.01325D-02	1.00000D+01	3.80000E+03	7.07354E+01	3.04734E+04
1.01325D-02	1.00000D+01	3.82500E+03	7.07354E+01	3.04734E+04
1.01325D-02	1.00000D+01	3.85000E+03	7.07354E+01	3.04734E+04
1.01325D-02	1.00000D+01	3.87500E+03	7.07354E+01	3.04734E+04
1.01325D-02	1.00000D+01	3.90000E+03	7.07354E+01	3.04734E+04
1.01325D-02	1.00000D+01	3.92500E+03	7.07354E+01	3.04734E+04
1.01325D-02	1.00000D+01	3.95000E+03	7.07354E+01	3.04734E+04
1.01325D-02	1.00000D+01	3.97500E+03	7.07354E+01	3.04734E+04
1.01325D-02	1.00000D+01	4.00000E+03	7.07354E+01	3.04734E+04
p (bar)	B'g	Temp (K)	B'c	Hw (kJ/kg)
1.01325D-01	0.00000D+00	2.50000E+02	8.74262E-02	-2.68099E+03
1.01325D-01	0.00000D+00	2.75000E+02	8.74262E-02	-2.65673E+03
1.01325D-01	0.00000D+00	3.00000E+02	8.74262E-02	-2.63226E+03
1.01325D-01	0.00000D+00	3.25000E+02	8.74262E-02	-2.60760E+03
1.01325D-01	0.00000D+00	3.50000E+02	8.74262E-02	-2.58275E+03
1.01325D-01	0.00000D+00	3.75000E+02	8.74262E-02	-2.55770E+03
1.01325D-01	0.00000D+00	4.00000E+02	8.74262E-02	-2.53246E+03
1.01325D-01	0.00000D+00	4.25000E+02	8.74265E-02	-2.50704E+03
1.01325D-01	0.00000D+00	4.50000E+02	8.74274E-02	-2.48141E+03
1.01325D-01	0.00000D+00	4.75000E+02	8.74302E-02	-2.45557E+03
1.01325D-01	0.00000D+00	5.00000E+02	8.74383E-02	-2.42944E+03
1.01325D-01	0.00000D+00	5.25000E+02	8.74591E-02	-2.40293E+03
1.01325D-01	0.00000D+00	5.50000E+02	8.75074E-02	-2.37579E+03
1.01325D-01	0.00000D+00	5.75000E+02	8.76114E-02	-2.34758E+03
1.01325D-01	0.00000D+00	6.00000E+02	8.78204E-02	-2.31752E+03
1.01325D-01	0.00000D+00	6.25000E+02	8.82149E-02	-2.28435E+03
1.01325D-01	0.00000D+00	6.50000E+02	8.89193E-02	-2.24613E+03
1.01325D-01	0.00000D+00	6.75000E+02	9.01143E-02	-2.20005E+03
1.01325D-01	0.00000D+00	7.00000E+02	9.20458E-02	-2.14233E+03
1.01325D-01	0.00000D+00	7.25000E+02	9.50237E-02	-2.06830E+03
1.01325D-01	0.00000D+00	7.50000E+02	9.93974E-02	-1.97285E+03
1.01325D-01	0.00000D+00	7.75000E+02	1.05490E-01	-1.85158E+03
1.01325D-01	0.00000D+00	8.00000E+02	1.13476E-01	-1.70276E+03
1.01325D-01	0.00000D+00	8.25000E+02	1.23194E-01	-1.52998E+03
1.01325D-01	0.00000D+00	8.50000E+02	1.33980E-01	-1.34412E+03
1.01325D-01	0.00000D+00	8.75000E+02	1.44685E-01	-1.16228E+03
1.01325D-01	0.00000D+00	9.00000E+02	1.54054E-01	-1.00180E+03
1.01325D-01	0.00000D+00	9.25000E+02	1.61292E-01	-8.72610E+02
1.01325D-01	0.00000D+00	9.50000E+02	1.66327E-01	-7.74577E+02
1.01325D-01	0.00000D+00	9.75000E+02	1.69581E-01	-7.01160E+02
1.01325D-01	0.00000D+00	1.00000E+03	1.71597E-01	-6.44583E+02
1.01325D-01	0.00000D+00	1.02500E+03	1.72825E-01	-5.98606E+02
1.01325D-01	0.00000D+00	1.05000E+03	1.73572E-01	-5.59019E+02
1.01325D-01	0.00000D+00	1.07500E+03	1.74031E-01	-5.23212E+02
1.01325D-01	0.00000D+00	1.10000E+03	1.74315E-01	-4.89625E+02
1.01325D-01	0.00000D+00	1.12500E+03	1.74495E-01	-4.57339E+02
1.01325D-01	0.00000D+00	1.15000E+03	1.74611E-01	-4.25809E+02
1.01325D-01	0.00000D+00	1.17500E+03	1.74686E-01	-3.94713E+02
1.01325D-01	0.00000D+00	1.20000E+03	1.74736E-01	-3.63855E+02
1.01325D-01	0.00000D+00	1.22500E+03	1.74770E-01	-3.33117E+02
1.01325D-01	0.00000D+00	1.25000E+03	1.74793E-01	-3.02427E+02
1.01325D-01	0.00000D+00	1.27500E+03	1.74809E-01	-2.71739E+02
1.01325D-01	0.00000D+00	1.30000E+03	1.74821E-01	-2.41025E+02
1.01325D-01	0.00000D+00	1.32500E+03	1.74829E-01	-2.10269E+02
1.01325D-01	0.00000D+00	1.35000E+03	1.74834E-01	-1.79459E+02
1.01325D-01	0.00000D+00	1.37500E+03	1.74839E-01	-1.48590E+02
1.01325D-01	0.00000D+00	1.40000E+03	1.74842E-01	-1.17657E+02
1.01325D-01	0.00000D+00	1.42500E+03	1.74844E-01	-8.66604E+01
1.01325D-01	0.00000D+00	1.45000E+03	1.74846E-01	-5.55982E+01
1.01325D-01	0.00000D+00	1.47500E+03	1.74847E-01	-2.44714E+01
1.01325D-01	0.00000D+00	1.50000E+03	1.74848E-01	6.71943E+00
1.01325D-01	0.00000D+00	1.52500E+03	1.74849E-01	3.79730E+01
1.01325D-01	0.00000D+00	1.55000E+03	1.74850E-01	6.92879E+01
1.01325D-01	0.00000D+00	1.57500E+03	1.74850E-01	1.00663E+02
1.01325D-01	0.00000D+00	1.60000E+03	1.74851E-01	1.32096E+02
1.01325D-01	0.00000D+00	1.62500E+03	1.74851E-01	1.63586E+02
1.01325D-01	0.00000D+00	1.65000E+03	1.74851E-01	1.95131E+02
