p (Pa)	B'g	B'c	Temp (K)	hw (J/kg)
1.01325E+05	7.80000E-01	0.00000E+00	7.50000E+02	-3.68669E+06
1.01325E+05	7.80000E-01	0.00000E+00	7.00000E+02	-3.94581E+06
1.01325E+05	7.80000E-01	0.00000E+00	6.50000E+02	-4.12733E+06
1.01325E+05	7.80000E-01	0.00000E+00	6.00000E+02	-4.26268E+06
1.01325E+05	7.80000E-01	0.00000E+00	5.50000E+02	-4.36992E+06
1.01325E+05	7.80000E-01	0.00000E+00	5.00000E+02	-4.45968E+06
1.01325E+05	7.80000E-01	0.00000E+00	4.50000E+02	-4.53881E+06
1.01325E+05	7.80000E-01	0.00000E+00	4.00000E+02	-4.61161E+06
1.01325E+05	7.80000E-01	0.00000E+00	3.50000E+02	-4.68051E+06
1.01325E+05	7.80000E-01	0.00000E+00	3.00000E+02	-4.74675E+06
1.01325E+05	7.80000E-01	0.00000E+00	2.50000E+02	-4.81102E+06
p (Pa)	B'g	B'c	Temp (K)	hw (J/kg)
1.01325E+05	7.50000E-01	1.05216E+01	3.90000E+03	2.89720E+07
1.01325E+05	7.50000E-01	5.29152E+00	3.85000E+03	2.82529E+07
1.01325E+05	7.50000E-01	3.20820E+00	3.80000E+03	2.71063E+07
1.01325E+05	7.50000E-01	2.13899E+00	3.75000E+03	2.56103E+07
1.01325E+05	7.50000E-01	1.51505E+00	3.70000E+03	2.38784E+07
1.01325E+05	7.50000E-01	1.12209E+00	3.65000E+03	2.20306E+07
1.01325E+05	7.50000E-01	8.61930E-01	3.60000E+03	2.01681E+07
1.01325E+05	7.50000E-01	6.83421E-01	3.55000E+03	1.83626E+07
1.01325E+05	7.50000E-01	5.57444E-01	3.50000E+03	1.66582E+07
1.01325E+05	7.50000E-01	4.66308E-01	3.45000E+03	1.50785E+07
1.01325E+05	7.50000E-01	3.98758E-01	3.40000E+03	1.36343E+07
1.01325E+05	7.50000E-01	3.47391E-01	3.35000E+03	1.23284E+07
1.01325E+05	7.50000E-01	3.07223E-01	3.30000E+03	1.11587E+07
1.01325E+05	7.50000E-01	2.74858E-01	3.25000E+03	1.01193E+07
1.01325E+05	7.50000E-01	2.47968E-01	3.20000E+03	9.20122E+06
1.01325E+05	7.50000E-01	2.24960E-01	3.15000E+03	8.39324E+06
1.01325E+05	7.50000E-01	2.04754E-01	3.10000E+03	7.68268E+06
1.01325E+05	7.50000E-01	1.86629E-01	3.05000E+03	7.05658E+06
1.01325E+05	7.50000E-01	1.70111E-01	3.00000E+03	6.50251E+06
1.01325E+05	7.50000E-01	1.54897E-01	2.95000E+03	6.00927E+06
1.01325E+05	7.50000E-01	1.40796E-01	2.90000E+03	5.56721E+06
1.01325E+05	7.50000E-01	1.27690E-01	2.85000E+03	5.16825E+06
1.01325E+05	7.50000E-01	1.15508E-01	2.80000E+03	4.80581E+06
1.01325E+05	7.50000E-01	1.04206E-01	2.75000E+03	4.47459E+06
1.01325E+05	7.50000E-01	9.37531E-02	2.70000E+03	4.17038E+06
1.01325E+05	7.50000E-01	8.41243E-02	2.65000E+03	3.88973E+06
1.01325E+05	7.50000E-01	7.52963E-02	2.60000E+03	3.62988E+06
1.01325E+05	7.50000E-01	6.72438E-02	2.55000E+03	3.38851E+06
1.01325E+05	7.50000E-01	5.99381E-02	2.50000E+03	3.16364E+06
1.01325E+05	7.50000E-01	5.33469E-02	2.45000E+03	2.95356E+06
1.01325E+05	7.50000E-01	4.74344E-02	2.40000E+03	2.75674E+06
1.01325E+05	7.50000E-01	4.21619E-02	2.35000E+03	2.57180E+06
1.01325E+05	7.50000E-01	3.74883E-02	2.30000E+03	2.39747E+06
1.01325E+05	7.50000E-01	3.33709E-02	2.25000E+03	2.23258E+06
1.01325E+05	7.50000E-01	2.97666E-02	2.20000E+03	2.07607E+06
1.01325E+05	7.50000E-01	2.66319E-02	2.15000E+03	1.92695E+06
1.01325E+05	7.50000E-01	2.39244E-02	2.10000E+03	1.78431E+06
1.01325E+05	7.50000E-01	2.16026E-02	2.05000E+03	1.64733E+06
1.01325E+05	7.50000E-01	1.96267E-02	2.00000E+03	1.51527E+06
1.01325E+05	7.50000E-01	1.79591E-02	1.95000E+03	1.38747E+06
1.01325E+05	7.50000E-01	1.65642E-02	1.90000E+03	1.26333E+06
1.01325E+05	7.50000E-01	1.54092E-02	1.85000E+03	1.14233E+06
1.01325E+05	7.50000E-01	1.44636E-02	1.80000E+03	1.02403E+06
1.01325E+05	7.50000E-01	1.36996E-02	1.75000E+03	9.08012E+05
1.01325E+05	7.50000E-01	1.30920E-02	1.70000E+03	7.93938E+05
1.01325E+05	7.50000E-01	1.26177E-02	1.65000E+03	6.81494E+05
1.01325E+05	7.50000E-01	1.22558E-02	1.60000E+03	5.70394E+05
1.01325E+05	7.50000E-01	1.19864E-02	1.55000E+03	4.60358E+05
1.01325E+05	7.50000E-01	1.17894E-02	1.50000E+03	3.51082E+05
1.01325E+05	7.50000E-01	1.16414E-02	1.45000E+03	2.42189E+05
1.01325E+05	7.50000E-01	1.15096E-02	1.40000E+03	1.33146E+05
1.01325E+05	7.50000E-01	1.13384E-02	1.35000E+03	2.30887E+04
1.01325E+05	7.50000E-01	1.10198E-02	1.30000E+03	-8.95040E+04
1.01325E+05	7.50000E-01	1.03284E-02	1.25000E+03	-2.07517E+05
1.01325E+05	7.50000E-01	8.77302E-03	1.20000E+03	-3.36695E+05
1.01325E+05	7.50000E-01	5.27434E-03	1.15000E+03	-4.88830E+05
1.01325E+05	7.50000E-01	0.00000E+00	1.10000E+03	-6.77055E+05
1.01325E+05	7.50000E-01	0.00000E+00	1.05000E+03	-8.96767E+05
1.01325E+05	7.50000E-01	0.00000E+00	1.00000E+03	-1.20844E+06
1.01325E+05	7.50000E-01	0.00000E+00	9.50000E+02	-1.64571E+06
1.01325E+05	7.50000E-01	0.00000E+00	9.00000E+02	-2.19756E+06
1.01325E+05	7.50000E-01	0.00000E+00	8.50000E+02	-2.77885E+06
1.01325E+05	7.50000E-01	0.00000E+00	8.00000E+02	-3.28188E+06
1.01325E+05	7.50000E-01	0.00000E+00	7.50000E+02	-3.65439E+06
1.01325E+05	7.50000E-01	0.00000E+00	7.00000E+02	-3.91088E+06
1.01325E+05	7.50000E-01	0.00000E+00	6.50000E+02	-4.09091E+06
1.01325E+05	7.50000E-01	0.00000E+00	6.00000E+02	-4.22531E+06
1.01325E+05	7.50000E-01	0.00000E+00	5.50000E+02	-4.33185E+06
1.01325E+05	7.50000E-01	0.00000E+00	5.00000E+02	-4.42104E+06
1.01325E+05	7.50000E-01	0.00000E+00	4.50000E+02	-4.49970E+06
1.01325E+05	7.50000E-01	0.00000E+00	4.00000E+02	-4.57209E+06
1.01325E+05	7.50000E-01	0.00000E+00	3.50000E+02	-4.64064E+06
1.01325E+05	7.50000E-01	0.00000E+00	3.00000E+02	-4.70658E+06
1.01325E+05	7.50000E-01	0.00000E+00	2.50000E+02	-4.77059E+06
p (Pa)	B'g	B'c	Temp (K)	hw (J/kg)
1.01325E+05	7.00000E-01	1.00852E+01	3.90000E+03	2.89377E+07
1.01325E+05	7.00000E-01	5.08039E+00	3.85000E+03	2.81903E+07
1.01325E+05	7.00000E-01	3.08512E+00	3.80000E+03	2.70107E+07
1.01325E+05	7.00000E-01	2.06022E+00	3.75000E+03	2.54808E+07
1.01325E+05	7.00000E-01	1.46174E+00	3.70000E+03	2.37192E+07
1.01325E+05	7.00000E-01	1.08468E+00	3.65000E+03	2.18491E+07
1.01325E+05	7.00000E-01	8.35019E-01	3.60000E+03	1.99724E+07
1.01325E+05	7.00000E-01	6.63756E-01	3.55000E+03	1.81600E+07
1.01325E+05	7.00000E-01	5.42953E-01	3.50000E+03	1.64541E+07
1.01325E+05	7.00000E-01	4.55632E-01	3.45000E+03	1.48766E+07
1.01325E+05	7.00000E-01	3.90985E-01	3.40000E+03	1.34368E+07
1.01325E+05	7.00000E-01	3.41896E-01	3.35000E+03	1.21367E+07
1.01325E+05	7.00000E-01	3.03576E-01	3.30000E+03	1.09736E+07
1.01325E+05	7.00000E-01	2.72756E-01	3.25000E+03	9.94136E+06
1.01325E+05	7.00000E-01	2.47195E-01	3.20000E+03	9.03087E+06
1.01325E+05	7.00000E-01	2.25357E-01	3.15000E+03	8.23080E+06
1.01325E+05	7.00000E-01	2.06201E-01	3.10000E+03	7.52842E+06
1.01325E+05	7.00000E-01	1.89030E-01	3.05000E+03	6.91063E+06
1.01325E+05	7.00000E-01	1.73386E-01	3.00000E+03	6.36490E+06
1.01325E+05	7.00000E-01	1.58976E-01	2.95000E+03	5.87990E+06
1.01325E+05	7.00000E-01	1.45615E-01	2.90000E+03	5.44587E+06
1.01325E+05	7.00000E-01	1.33191E-01	2.85000E+03	5.05463E+06
1.01325E+05	7.00000E-01	1.21636E-01	2.80000E+03	4.69956E+06
1.01325E+05	7.00000E-01	1.10906E-01	2.75000E+03	4.37532E+06
1.01325E+05	7.00000E-01	1.00975E-01	2.70000E+03	4.07763E+06
1.01325E+05	7.00000E-01	9.18196E-02	2.65000E+03	3.80309E+06
1.01325E+05	7.00000E-01	8.34187E-02	2.60000E+03	3.54891E+06
1.01325E+05	7.00000E-01	7.57494E-02	2.55000E+03	3.31280E+06
1.01325E+05	7.00000E-01	6.87857E-02	2.50000E+03	3.09280E+06
1.01325E+05	7.00000E-01	6.24979E-02	2.45000E+03	2.88722E+06
1.01325E+05	7.00000E-01	5.68531E-02	2.40000E+03	2.69456E+06
1.01325E+05	7.00000E-01	5.18152E-02	2.35000E+03	2.51348E+06
1.01325E+05	7.00000E-01	4.73461E-02	2.30000E+03	2.34273E+06
1.01325E+05	7.00000E-01	4.34059E-02	2.25000E+03	2.18119E+06
1.01325E+05	7.00000E-01	3.99539E-02	2.20000E+03	2.02780E+06
1.01325E+05	7.00000E-01	3.69496E-02	2.15000E+03	1.88162E+06
1.01325E+05	7.00000E-01	3.43526E-02	2.10000E+03	1.74176E+06
1.01325E+05	7.00000E-01	3.21239E-02	2.05000E+03	1.60743E+06
1.01325E+05	7.00000E-01	3.02258E-02	2.00000E+03	1.47789E+06
1.01325E+05	7.00000E-01	2.86225E-02	1.95000E+03	1.35251E+06
1.01325E+05	7.00000E-01	2.72803E-02	1.90000E+03	1.23072E+06
1.01325E+05	7.00000E-01	2.61678E-02	1.85000E+03	1.11200E+06
1.01325E+05	7.00000E-01	2.52561E-02	1.80000E+03	9.95911E+05
1.01325E+05	7.00000E-01	2.45184E-02	1.75000E+03	8.82069E+05
1.01325E+05	7.00000E-01	2.39306E-02	1.70000E+03	7.70130E+05
1.01325E+05	7.00000E-01	2.34704E-02	1.65000E+03	6.59792E+05
1.01325E+05	7.00000E-01	2.31176E-02	1.60000E+03	5.50777E+05
1.01325E+05	7.00000E-01	2.28528E-02	1.55000E+03	4.42810E+05
1.01325E+05	7.00000E-01	2.26564E-02	1.50000E+03	3.35599E+05
1.01325E+05	7.00000E-01	2.25053E-02	1.45000E+03	2.28780E+05
1.01325E+05	7.00000E-01	2.23673E-02	1.40000E+03	1.21834E+05
1.01325E+05	7.00000E-01	2.21880E-02	1.35000E+03	1.39289E+04
1.01325E+05	7.00000E-01	2.18623E-02	1.30000E+03	-9.64077E+04
1.01325E+05	7.00000E-01	2.11719E-02	1.25000E+03	-2.11971E+05
1.01325E+05	7.00000E-01	1.96424E-02	1.20000E+03	-3.38338E+05
1.01325E+05	7.00000E-01	1.62341E-02	1.15000E+03	-4.86983E+05
1.01325E+05	7.00000E-01	8.75556E-03	1.10000E+03	-6.81250E+05
1.01325E+05	7.00000E-01	0.00000E+00	1.05000E+03	-9.29736E+05
1.01325E+05	7.00000E-01	0.00000E+00	1.00000E+03	-1.22367E+06
1.01325E+05	7.00000E-01	0.00000E+00	9.50000E+02	-1.64321E+06
1.01325E+05	7.00000E-01	0.00000E+00	9.00000E+02	-2.17729E+06
1.01325E+05	7.00000E-01	0.00000E+00	8.50000E+02	-2.74272E+06
1.01325E+05	7.00000E-01	0.00000E+00	8.00000E+02	-3.23363E+06
1.01325E+05	7.00000E-01	0.00000E+00	7.50000E+02	-3.59816E+06
1.01325E+05	7.00000E-01	0.00000E+00	7.00000E+02	-3.85002E+06
1.01325E+05	7.00000E-01	0.00000E+00	6.50000E+02	-4.02741E+06
1.01325E+05	7.00000E-01	0.00000E+00	6.00000E+02	-4.16012E+06
1.01325E+05	7.00000E-01	0.00000E+00	5.50000E+02	-4.26541E+06
1.01325E+05	7.00000E-01	0.00000E+00	5.00000E+02	-4.35362E+06
1.01325E+05	7.00000E-01	0.00000E+00	4.50000E+02	-4.43144E+06
1.01325E+05	7.00000E-01	0.00000E+00	4.00000E+02	-4.50312E+06
1.01325E+05	7.00000E-01	0.00000E+00	3.50000E+02	-4.57106E+06
1.01325E+05	7.00000E-01	0.00000E+00	3.00000E+02	-4.63648E+06
1.01325E+05	7.00000E-01	0.00000E+00	2.50000E+02	-4.70002E+06
p (Pa)	B'g	B'c	Temp (K)	hw (J/kg)
1.01325E+05	6.00000E-01	9.21258E+00	3.90000E+03	2.88580E+07
1.01325E+05	6.00000E-01	4.65796E+00	3.85000E+03	2.80447E+07
1.01325E+05	6.00000E-01	2.83846E+00	3.80000E+03	2.67888E+07
1.01325E+05	6.00000E-01	1.90198E+00	3.75000E+03	2.51823E+07
1.01325E+05	6.00000E-01	1.35435E+00	3.70000E+03	2.33549E+07
1.01325E+05	6.00000E-01	1.00906E+00	3.65000E+03	2.14367E+07
1.01325E+05	6.00000E-01	7.80433E-01	3.60000E+03	1.95309E+07
1.01325E+05	6.00000E-01	6.23696E-01	3.55000E+03	1.77055E+07
1.01325E+05	6.00000E-01	5.13281E-01	3.50000E+03	1.59986E+07
1.01325E+05	6.00000E-01	4.33629E-01	3.45000E+03	1.44280E+07
1.01325E+05	6.00000E-01	3.74821E-01	3.40000E+03	1.29997E+07
1.01325E+05	6.00000E-01	3.30322E-01	3.35000E+03	1.17137E+07
1.01325E+05	6.00000E-01	2.95727E-01	3.30000E+03	1.05662E+07
1.01325E+05	6.00000E-01	2.68026E-01	3.25000E+03	9.55051E+06
1.01325E+05	6.00000E-01	2.45150E-01	3.20000E+03	8.65728E+06
1.01325E+05	6.00000E-01	2.25681E-01	3.15000E+03	7.87507E+06
1.01325E+05	6.00000E-01	2.08652E-01	3.10000E+03	7.19098E+06
1.01325E+05	6.00000E-01	1.93417E-01	3.05000E+03	6.59172E+06
1.01325E+05	6.00000E-01	1.79549E-01	3.00000E+03	6.06450E+06
1.01325E+05	6.00000E-01	1.66774E-01	2.95000E+03	5.59775E+06
1.01325E+05	6.00000E-01	1.54922E-01	2.90000E+03	5.18146E+06
1.01325E+05	6.00000E-01	1.43889E-01	2.85000E+03	4.80729E+06
1.01325E+05	6.00000E-01	1.33611E-01	2.80000E+03	4.46846E+06
1.01325E+05	6.00000E-01	1.24053E-01	2.75000E+03	4.15955E+06
1.01325E+05	6.00000E-01	1.15190E-01	2.70000E+03	3.87624E+06
1.01325E+05	6.00000E-01	1.07004E-01	2.65000E+03	3.61510E+06
1.01325E+05	6.00000E-01	9.94790E-02	2.60000E+03	3.37338E+06
1.01325E+05	6.00000E-01	9.25963E-02	2.55000E+03	3.14880E+06
1.01325E+05	6.00000E-01	8.63354E-02	2.50000E+03	2.93946E+06
1.01325E+05	6.00000E-01	8.06719E-02	2.45000E+03	2.74374E+06
1.01325E+05	6.00000E-01	7.55784E-02	2.40000E+03	2.56019E+06
1.01325E+05	6.00000E-01	7.10246E-02	2.35000E+03	2.38754E+06
1.01325E+05	6.00000E-01	6.69778E-02	2.30000E+03	2.22462E+06
1.01325E+05	6.00000E-01	6.34038E-02	2.25000E+03	2.07037E+06
1.01325E+05	6.00000E-01	6.02674E-02	2.20000E+03	1.92380E+06
1.01325E+05	6.00000E-01	5.75331E-02	2.15000E+03	1.78401E+06
1.01325E+05	6.00000E-01	5.51656E-02	2.10000E+03	1.65019E+06
1.01325E+05	6.00000E-01	5.31305E-02	2.05000E+03	1.52159E+06
1.01325E+05	6.00000E-01	5.13944E-02	2.00000E+03	1.39753E+06
1.01325E+05	6.00000E-01	4.99254E-02	1.95000E+03	1.27740E+06
1.01325E+05	6.00000E-01	4.86934E-02	1.90000E+03	1.16067E+06
1.01325E+05	6.00000E-01	4.76703E-02	1.85000E+03	1.04686E+06
1.01325E+05	6.00000E-01	4.68297E-02	1.80000E+03	9.35560E+05
1.01325E+05	6.00000E-01	4.61477E-02	1.75000E+03	8.26396E+05
1.01325E+05	6.00000E-01	4.56019E-02	1.70000E+03	7.19052E+05
1.01325E+05	6.00000E-01	4.51721E-02	1.65000E+03	6.13240E+05
1.01325E+05	6.00000E-01	4.48393E-02	1.60000E+03	5.08701E+05
1.01325E+05	6.00000E-01	4.45855E-02	1.55000E+03	4.05178E+05
1.01325E+05	6.00000E-01	4.43918E-02	1.50000E+03	3.02397E+05
1.01325E+05	6.00000E-01	4.42363E-02	1.45000E+03	2.00021E+05
1.01325E+05	6.00000E-01	4.40880E-02	1.40000E+03	9.75702E+04
1.01325E+05	6.00000E-01	4.38949E-02	1.35000E+03	-5.72476E+03
1.01325E+05	6.00000E-01	4.35584E-02	1.30000E+03	-1.11231E+05
1.01325E+05	6.00000E-01	4.28747E-02	1.25000E+03	-2.21549E+05
1.01325E+05	6.00000E-01	4.14046E-02	1.20000E+03	-3.41900E+05
1.01325E+05	6.00000E-01	3.81886E-02	1.15000E+03	-4.83070E+05
1.01325E+05	6.00000E-01	3.12050E-02	1.10000E+03	-6.67131E+05
1.01325E+05	6.00000E-01	1.67959E-02	1.05000E+03	-9.34578E+05
1.01325E+05	6.00000E-01	0.00000E+00	1.00000E+03	-1.28383E+06
1.01325E+05	6.00000E-01	0.00000E+00	9.50000E+02	-1.65189E+06
1.01325E+05	6.00000E-01	0.00000E+00	9.00000E+02	-2.13978E+06
1.01325E+05	6.00000E-01	0.00000E+00	8.50000E+02	-2.66684E+06
1.01325E+05	6.00000E-01	0.00000E+00	8.00000E+02	-3.12952E+06
1.01325E+05	6.00000E-01	0.00000E+00	7.50000E+02	-3.47586E+06
1.01325E+05	6.00000E-01	0.00000E+00	7.00000E+02	-3.71726E+06
1.01325E+05	6.00000E-01	0.00000E+00	6.50000E+02	-3.88871E+06
1.01325E+05	6.00000E-01	0.00000E+00	6.00000E+02	-4.01762E+06
1.01325E+05	6.00000E-01	0.00000E+00	5.50000E+02	-4.12014E+06
1.01325E+05	6.00000E-01	0.00000E+00	5.00000E+02	-4.20614E+06
1.01325E+05	6.00000E-01	0.00000E+00	4.50000E+02	-4.28214E+06
1.01325E+05	6.00000E-01	0.00000E+00	4.00000E+02	-4.35226E+06
1.01325E+05	6.00000E-01	0.00000E+00	3.50000E+02	-4.41886E+06
1.01325E+05	6.00000E-01	0.00000E+00	3.00000E+02	-4.48313E+06
1.01325E+05	6.00000E-01	0.00000E+00	2.50000E+02	-4.54567E+06
p (Pa)	B'g	B'c	Temp (K)	hw (J/kg)
1.01325E+05	4.50000E-01	7.90373E+00	3.90000E+03	2.86999E+07
1.01325E+05	4.50000E-01	4.02310E+00	3.85000E+03	2.77563E+07
1.01325E+05	4.50000E-01	2.46634E+00	3.80000E+03	2.63531E+07
1.01325E+05	4.50000E-01	1.66207E+00	3.75000E+03	2.46035E+07
1.01325E+05	4.50000E-01	1.19060E+00	3.70000E+03	2.26584E+07
1.01325E+05	4.50000E-01	8.93040E-01	3.65000E+03	2.06588E+07
1.01325E+05	4.50000E-01	6.96088E-01	3.60000E+03	1.87079E+07
1.01325E+05	4.50000E-01	5.61281E-01	3.55000E+03	1.68672E+07
1.01325E+05	4.50000E-01	4.66584E-01	3.50000E+03	1.51660E+07
1.01325E+05	4.50000E-01	3.98557E-01	3.45000E+03	1.36142E+07
1.01325E+05	4.50000E-01	3.48616E-01	3.40000E+03	1.22121E+07
1.01325E+05	4.50000E-01	3.11101E-01	3.35000E+03	1.09557E+07
1.01325E+05	4.50000E-01	2.82186E-01	3.30000E+03	9.83942E+06
1.01325E+05	4.50000E-01	2.59252E-01	3.25000E+03	8.85571E+06
1.01325E+05	4.50000E-01	2.40493E-01	3.20000E+03	7.99511E+06
1.01325E+05	4.50000E-01	2.24664E-01	3.15000E+03	7.24608E+06
1.01325E+05	4.50000E-01	2.10914E-01	3.10000E+03	6.59561E+06
1.01325E+05	4.50000E-01	1.98671E-01	3.05000E+03	6.03012E+06
1.01325E+05	4.50000E-01	1.87555E-01	3.00000E+03	5.53647E+06
1.01325E+05	4.50000E-01	1.77323E-01	2.95000E+03	5.10266E+06
1.01325E+05	4.50000E-01	1.67822E-01	2.90000E+03	4.71831E+06
1.01325E+05	4.50000E-01	1.58960E-01	2.85000E+03	4.37477E+06
1.01325E+05	4.50000E-01	1.50683E-01	2.80000E+03	4.06504E+06
1.01325E+05	4.50000E-01	1.42962E-01	2.75000E+03	3.78354E+06
1.01325E+05	4.50000E-01	1.35778E-01	2.70000E+03	3.52589E+06
1.01325E+05	4.50000E-01	1.29120E-01	2.65000E+03	3.28865E+06
1.01325E+05	4.50000E-01	1.22978E-01	2.60000E+03	3.06908E+06
1.01325E+05	4.50000E-01	1.17340E-01	2.55000E+03	2.86498E+06
1.01325E+05	4.50000E-01	1.12194E-01	2.50000E+03	2.67455E+06
1.01325E+05	4.50000E-01	1.07523E-01	2.45000E+03	2.49626E+06
1.01325E+05	4.50000E-01	1.03307E-01	2.40000E+03	2.32881E+06
1.01325E+05	4.50000E-01	9.95265E-02	2.35000E+03	2.17103E+06
1.01325E+05	4.50000E-01	9.61557E-02	2.30000E+03	2.02188E+06
1.01325E+05	4.50000E-01	9.31695E-02	2.25000E+03	1.88041E+06
1.01325E+05	4.50000E-01	9.05409E-02	2.20000E+03	1.74577E+06
1.01325E+05	4.50000E-01	8.82423E-02	2.15000E+03	1.61715E+06
1.01325E+05	4.50000E-01	8.62463E-02	2.10000E+03	1.49385E+06
1.01325E+05	4.50000E-01	8.45254E-02	2.05000E+03	1.37520E+06
1.01325E+05	4.50000E-01	8.30531E-02	2.00000E+03	1.26061E+06
1.01325E+05	4.50000E-01	8.18035E-02	1.95000E+03	1.14955E+06
1.01325E+05	4.50000E-01	8.07523E-02	1.90000E+03	1.04154E+06
1.01325E+05	4.50000E-01	7.98763E-02	1.85000E+03	9.36169E+05
1.01325E+05	4.50000E-01	7.91538E-02	1.80000E+03	8.33062E+05
1.01325E+05	4.50000E-01	7.85647E-02	1.75000E+03	7.31897E+05
1.01325E+05	4.50000E-01	7.80901E-02	1.70000E+03	6.32391E+05
1.01325E+05	4.50000E-01	7.77128E-02	1.65000E+03	5.34289E+05
1.01325E+05	4.50000E-01	7.74162E-02	1.60000E+03	4.37362E+05
1.01325E+05	4.50000E-01	7.71843E-02	1.55000E+03	3.41384E+05
1.01325E+05	4.50000E-01	7.70002E-02	1.50000E+03	2.46117E+05
1.01325E+05	4.50000E-01	7.68438E-02	1.45000E+03	1.51268E+05
1.01325E+05	4.50000E-01	7.66864E-02	1.40000E+03	5.64258E+04
1.01325E+05	4.50000E-01	7.64811E-02	1.35000E+03	-3.90745E+04
1.01325E+05	4.50000E-01	7.61396E-02	1.30000E+03	-1.36418E+05
1.01325E+05	4.50000E-01	7.54823E-02	1.25000E+03	-2.37882E+05
1.01325E+05	4.50000E-01	7.41260E-02	1.20000E+03	-3.48074E+05
1.01325E+05	4.50000E-01	7.12370E-02	1.15000E+03	-4.76618E+05
1.01325E+05	4.50000E-01	6.50581E-02	1.10000E+03	-6.43416E+05
1.01325E+05	4.50000E-01	5.23816E-02	1.05000E+03	-8.85380E+05
1.01325E+05	4.50000E-01	2.94960E-02	1.00000E+03	-1.25025E+06
1.01325E+05	4.50000E-01	0.00000E+00	9.50000E+02	-1.72840E+06
1.01325E+05	4.50000E-01	0.00000E+00	9.00000E+02	-2.10526E+06
1.01325E+05	4.50000E-01	0.00000E+00	8.50000E+02	-2.54806E+06
1.01325E+05	4.50000E-01	0.00000E+00	8.00000E+02	-2.95317E+06
1.01325E+05	4.50000E-01	0.00000E+00	7.50000E+02	-3.26410E+06
1.01325E+05	4.50000E-01	0.00000E+00	7.00000E+02	-3.48559E+06
1.01325E+05	4.50000E-01	0.00000E+00	6.50000E+02	-3.64576E+06
1.01325E+05	4.50000E-01	0.00000E+00	6.00000E+02	-3.76750E+06
1.01325E+05	4.50000E-01	0.00000E+00	5.50000E+02	-3.86488E+06
1.01325E+05	4.50000E-01	0.00000E+00	5.00000E+02	-3.94688E+06
1.01325E+05	4.50000E-01	0.00000E+00	4.50000E+02	-4.01959E+06
1.01325E+05	4.50000E-01	0.00000E+00	4.00000E+02	-4.08695E+06
1.01325E+05	4.50000E-01	0.00000E+00	3.50000E+02	-4.15120E+06
1.01325E+05	4.50000E-01	0.00000E+00	3.00000E+02	-4.21344E+06
1.01325E+05	4.50000E-01	0.00000E+00	2.50000E+02	-4.27421E+06
p (Pa)	B'g	B'c	Temp (K)	hw (J/kg)
1.01325E+05	2.00000E-01	5.71325E+00	3.90000E+03	2.82420E+07
1.01325E+05	2.00000E-01	2.95282E+00	3.85000E+03	2.69269E+07
1.01325E+05	2.00000E-01	1.83248E+00	3.80000E+03	2.51282E+07
1.01325E+05	2.00000E-01	1.24855E+00	3.75000E+03	2.30231E+07
1.01325E+05	2.00000E-01	9.04715E-01	3.70000E+03	2.08114E+07
1.01325E+05	2.00000E-01	6.87601E-01	3.65000E+03	1.86498E+07
1.01325E+05	2.00000E-01	5.44292E-01	3.60000E+03	1.66306E+07
1.01325E+05	2.00000E-01	4.46774E-01	3.55000E+03	1.47919E+07
1.01325E+05	2.00000E-01	3.78895E-01	3.50000E+03	1.31386E+07
1.01325E+05	2.00000E-01	3.30766E-01	3.45000E+03	1.16600E+07
1.01325E+05	2.00000E-01	2.96058E-01	3.40000E+03	1.03424E+07
1.01325E+05	2.00000E-01	2.70586E-01	3.35000E+03	9.17329E+06
1.01325E+05	2.00000E-01	2.51514E-01	3.30000E+03	8.14330E+06
1.01325E+05	2.00000E-01	2.36891E-01	3.25000E+03	7.24407E+06
1.01325E+05	2.00000E-01	2.25358E-01	3.20000E+03	6.46664E+06
1.01325E+05	2.00000E-01	2.15970E-01	3.15000E+03	5.80023E+06
1.01325E+05	2.00000E-01	2.08069E-01	3.10000E+03	5.23219E+06
1.01325E+05	2.00000E-01	2.01207E-01	3.05000E+03	4.74872E+06
1.01325E+05	2.00000E-01	1.95080E-01	3.00000E+03	4.33607E+06
1.01325E+05	2.00000E-01	1.89490E-01	2.95000E+03	3.98141E+06
1.01325E+05	2.00000E-01	1.84311E-01	2.90000E+03	3.67354E+06
1.01325E+05	2.00000E-01	1.79468E-01	2.85000E+03	3.40310E+06
1.01325E+05	2.00000E-01	1.74918E-01	2.80000E+03	3.16256E+06
1.01325E+05	2.00000E-01	1.70637E-01	2.75000E+03	2.94604E+06
1.01325E+05	2.00000E-01	1.66615E-01	2.70000E+03	2.74899E+06
1.01325E+05	2.00000E-01	1.62850E-01	2.65000E+03	2.56797E+06
1.01325E+05	2.00000E-01	1.59339E-01	2.60000E+03	2.40035E+06
1.01325E+05	2.00000E-01	1.56083E-01	2.55000E+03	2.24409E+06
1.01325E+05	2.00000E-01	1.53081E-01	2.50000E+03	2.09765E+06
1.01325E+05	2.00000E-01	1.50328E-01	2.45000E+03	1.95975E+06
1.01325E+05	2.00000E-01	1.47820E-01	2.40000E+03	1.82939E+06
1.01325E+05	2.00000E-01	1.45550E-01	2.35000E+03	1.70571E+06
1.01325E+05	2.00000E-01	1.43508E-01	2.30000E+03	1.58795E+06
1.01325E+05	2.00000E-01	1.41683E-01	2.25000E+03	1.47546E+06
1.01325E+05	2.00000E-01	1.40064E-01	2.20000E+03	1.36767E+06
